open,high,low,close,volume,vwap,timestamp,transactions,otc
492.71,493.31,492.63,493.31,3823.0,492.8053,1744187640000,124,
493.27,494.4,493.27,494.32,6064.0,493.9641,1744187700000,148,
494.56,494.84,494.29,494.52,7944.0,494.5657,1744187760000,210,
494.81,495.07,494.72,495.07,4119.0,494.8871,1744187820000,95,
495.29,495.35,495.15,495.15,5293.0,495.2475,1744187880000,145,
495.05,495.3,494.68,494.68,6603.0,495.1678,1744187940000,158,
494.88,495.31,494.88,495.2,5121.0,495.0121,1744188000000,105,
496.11,496.55,496.11,496.44,5874.0,496.3436,1744188060000,124,
496.23,496.24,495.56,495.56,3503.0,495.8995,1744188120000,157,
495.37,495.73,495.19,495.73,14568.0,495.5005,1744188180000,302,
495.73,496.15,495.73,496.1,4789.0,495.9854,1744188240000,53,
496.14,496.24,495.99,496.12,5577.0,496.1193,1744188300000,152,
496.05,496.37,496.05,496.37,2383.0,496.1694,1744188360000,83,
496.44,496.59,496.05,496.09,5400.0,496.287,1744188420000,110,
496.29,496.61,496.29,496.61,908.0,496.3984,1744188480000,58,
496.85,496.94,496.59,496.63,9870.0,496.7526,1744188540000,218,
496.11,496.16,495.66,495.66,5884.0,495.8458,1744188600000,120,
496.3,496.3,496.3,496.3,680.0,496.0849,1744188660000,17,
496.25,496.51,496.14,496.36,10761.0,496.2844,1744188720000,118,
496.61,497.46,496.4,497.32,25177.0,497.2882,1744188780000,180,
497.31,497.72,497.08,497.1,50322.0,497.4981,1744188840000,326,
497.16,497.59,497.1,497.59,6550.0,497.2523,1744188900000,100,
497.2,497.73,497.2,497.63,11815.0,497.3952,1744188960000,171,
497.48,497.82,497.48,497.82,2115.0,497.6367,1744189020000,57,
497.79,498.17,497.79,498.17,2320.0,497.9978,1744189080000,66,
498.03,498.11,498.03,498.04,2270.0,497.9927,1744189140000,90,
498.03,498.27,497.8,497.9,6360.0,497.9955,1744189200000,165,
497.74,497.74,497.25,497.46,6625.0,497.4206,1744189260000,123,
497.49,498.0,497.39,498.0,4217.0,497.6728,1744189320000,136,
498.01,498.01,497.34,497.37,7189.0,497.6437,1744189380000,131,
497.27,497.27,497.0,497.0,2658.0,497.1869,1744189440000,67,
496.86,496.94,496.73,496.89,8898.0,496.8736,1744189500000,253,
497.06,497.41,497.06,497.41,3050.0,497.2686,1744189560000,77,
497.46,497.46,497.45,497.45,748.0,497.4336,1744189620000,32,
497.48,497.48,497.3,497.33,5685.0,497.337,1744189680000,119,
497.21,497.75,497.12,497.75,2306.0,497.3249,1744189740000,46,
497.78,498.65,497.78,498.43,17013.0,498.4191,1744189800000,252,
498.64,499.03,498.64,499.03,6538.0,498.8928,1744189860000,199,
498.98,499.05,498.29,498.45,5015.0,498.5616,1744189920000,110,
498.45,498.45,498.26,498.26,4852.0,498.3194,1744189980000,122,
498.12,498.38,498.12,498.24,1494.0,498.2377,1744190040000,57,
498.01,498.55,498.0,498.52,3615.0,498.3074,1744190100000,80,
498.46,498.7,498.39,498.67,3007.0,498.5608,1744190160000,48,
498.57,498.57,497.72,497.77,4117.0,498.0394,1744190220000,87,
497.84,497.86,497.69,497.69,4441.0,497.7864,1744190280000,101,
497.88,498.0,497.88,498.0,1830.0,497.9347,1744190340000,50,
498.28,498.28,497.95,498.24,1966.0,498.1713,1744190400000,56,
498.27,498.27,497.63,497.63,2414.0,497.896,1744190460000,74,
497.93,498.32,497.93,498.17,13533.0,498.0702,1744190520000,164,
497.93,497.93,497.54,497.76,3159.0,497.7806,1744190580000,89,
497.81,497.81,497.5,497.5,4452.0,497.6564,1744190640000,178,
497.01,497.01,496.7,496.78,5539.0,496.8807,1744190700000,140,
496.72,497.18,496.72,496.88,8571.0,496.8858,1744190760000,126,
496.77,497.5,496.63,497.5,4996.0,496.9789,1744190820000,125,
497.69,497.69,497.21,497.36,1821.0,497.6012,1744190880000,22,
497.25,497.5,497.0,497.5,12671.0,497.2078,1744190940000,141,
497.76,497.99,497.66,497.99,5728.0,497.8483,1744191000000,82,
497.82,497.82,497.73,497.73,1192.0,497.7628,1744191060000,16,
497.53,497.82,497.53,497.82,1405.0,497.5734,1744191120000,27,
497.6,497.6,497.0,497.28,2865.0,497.2862,1744191180000,95,
497.44,497.44,497.22,497.22,637.0,497.3032,1744191240000,15,
497.0,497.0,496.58,496.73,1859.0,496.7191,1744191300000,45,
496.84,497.0,496.84,497.0,960.0,496.9016,1744191360000,37,
497.5,497.5,496.85,496.85,2455.0,497.0599,1744191420000,80,
496.7,496.76,496.64,496.67,2558.0,496.6694,1744191480000,93,
496.64,496.64,496.4,496.4,2067.0,496.4416,1744191540000,80,
496.41,496.41,496.0,496.0,1935.0,496.1596,1744191600000,63,
495.93,496.31,495.93,496.31,1313.0,496.1551,1744191660000,49,
496.58,496.58,496.15,496.15,1498.0,496.3661,1744191720000,32,
495.9,496.04,495.86,495.98,1690.0,495.9266,1744191780000,80,
496.21,496.21,495.94,496.05,3347.0,496.02,1744191840000,84,
496.1,496.1,495.56,495.56,5185.0,495.7558,1744191900000,176,
495.38,495.61,495.38,495.44,3848.0,495.4752,1744191960000,86,
495.52,495.52,495.3,495.3,2378.0,495.4539,1744192080000,83,
495.33,495.33,494.8,494.8,8147.0,495.1051,1744192140000,289,
494.81,494.85,494.55,494.79,5185.0,494.7277,1744192200000,95,
494.92,494.99,494.92,494.99,1657.0,494.9444,1744192260000,58,
495.02,495.35,495.02,495.35,1400.0,495.1713,1744192320000,30,
495.17,495.17,494.68,494.71,3169.0,494.8347,1744192380000,84,
494.79,494.79,494.75,494.75,227.0,494.7652,1744192440000,4,
495.03,495.94,495.01,495.94,4043.0,495.3949,1744192500000,79,
495.79,496.0,495.79,496.0,3780.0,495.9083,1744192560000,74,
495.95,495.95,495.28,495.28,11040.0,495.5331,1744192620000,175,
495.63,495.67,495.48,495.5,2651.0,495.5831,1744192680000,51,
495.5,495.7,495.5,495.64,5216.0,495.6202,1744192740000,114,
495.19,495.56,495.19,495.32,9771.0,495.3098,1744192800000,228,
496.0,496.34,496.0,496.0,4329.0,496.164,1744192860000,127,
495.6,495.6,494.73,494.82,5966.0,495.1366,1744192920000,96,
495.0,495.0,494.94,494.96,1710.0,495.0098,1744192980000,52,
494.85,494.85,494.45,494.62,6271.0,494.6273,1744193040000,237,
494.57,494.57,493.46,494.07,12806.0,493.9662,1744193100000,269,
494.18,494.34,494.17,494.3,4921.0,494.2199,1744193160000,87,
494.55,494.55,494.06,494.41,4291.0,494.2849,1744193220000,79,
494.73,494.91,494.55,494.91,5730.0,494.7184,1744193280000,138,
494.8,494.96,494.5,494.96,9815.0,494.7897,1744193340000,159,
495.0,495.17,494.87,495.13,17850.0,495.0024,1744193400000,318,
495.07,495.07,494.65,494.77,2729.0,494.8202,1744193460000,43,
494.98,494.98,494.4,494.43,3705.0,494.546,1744193520000,73,
494.44,494.8,494.44,494.8,2933.0,494.6643,1744193580000,79,
495.0,495.49,495.0,495.47,4649.0,495.2625,1744193640000,108,
495.5,495.52,494.47,494.47,4036.0,495.1679,1744193700000,89,
494.4,494.46,494.4,494.46,870.0,494.434,1744193760000,71,
494.57,494.57,494.2,494.2,1368.0,494.4415,1744193880000,50,
494.11,494.11,493.45,493.45,5597.0,493.8818,1744193940000,127,
493.35,493.35,492.87,493.11,11144.0,493.0662,1744194000000,318,
493.04,493.35,493.04,493.22,20713.0,493.2037,1744194060000,356,
493.45,493.45,493.3,493.3,3059.0,493.3287,1744194120000,49,
493.06,493.2,492.41,492.45,7766.0,492.6691,1744194180000,256,
492.45,492.69,492.31,492.33,19079.0,492.4211,1744194240000,256,
492.5,492.6,492.38,492.59,10656.0,492.5724,1744194300000,127,
492.86,493.37,492.86,493.05,5420.0,493.0167,1744194360000,79,
493.1,494.0,493.1,493.94,4009.0,493.5425,1744194420000,76,
493.99,493.99,493.76,493.76,2872.0,493.8187,1744194480000,46,
493.65,493.84,493.31,493.55,8617.0,493.5951,1744194540000,148,
493.57,493.86,492.91,493.09,6840.0,493.3113,1744194600000,183,
493.35,493.35,492.93,493.09,4618.0,493.0489,1744194660000,197,
493.23,493.23,492.76,492.76,3046.0,492.9015,1744194720000,74,
492.62,492.72,491.99,492.11,17484.0,492.4027,1744194780000,231,
492.2,492.48,492.2,492.48,4707.0,492.4196,1744194840000,81,
492.58,492.93,492.5,492.93,2801.0,492.7027,1744194900000,73,
492.44,492.44,492.44,492.44,832.0,492.447,1744194960000,25,
492.88,493.1,492.75,493.04,4250.0,492.9668,1744195020000,92,
492.84,492.84,492.5,492.73,2685.0,492.7061,1744195080000,76,
492.83,493.56,492.83,493.5,4573.0,493.3082,1744195140000,108,
493.6,494.44,493.6,494.24,42326.0,494.2065,1744195200000,446,
494.48,494.98,494.23,494.32,28922.0,494.5923,1744195260000,425,
494.28,494.29,493.52,493.83,18032.0,493.8076,1744195320000,277,
493.72,493.72,493.64,493.67,2811.0,493.7084,1744195380000,63,
493.67,494.55,493.41,494.41,19174.0,493.7972,1744195440000,310,
494.33,494.74,494.32,494.7,4787.0,494.5448,1744195500000,127,
494.55,494.88,494.12,494.45,3785.0,494.5269,1744195560000,86,
494.63,495.15,494.29,495.13,12316.0,494.9054,1744195620000,187,
494.95,496.0,494.95,496.0,12573.0,495.6397,1744195680000,254,
496.19,496.29,495.63,495.68,8839.0,495.9213,1744195740000,192,
495.64,496.85,495.64,496.85,13906.0,496.5052,1744195800000,390,
496.9,497.38,496.69,497.0,50828.0,497.0327,1744195860000,387,
496.85,497.27,496.76,496.93,15773.0,496.9686,1744195920000,154,
496.67,497.36,496.67,497.36,21603.0,496.9901,1744195980000,265,
497.36,497.47,496.73,497.1,44340.0,497.2393,1744196040000,325,
496.85,497.1,496.67,496.9,14217.0,496.9045,1744196100000,213,
496.66,497.0,496.64,497.0,32328.0,496.8701,1744196160000,162,
497.18,498.25,497.06,497.9,53853.0,497.8096,1744196220000,632,
497.95,497.95,497.39,497.43,15584.0,497.6166,1744196280000,227,
497.32,497.56,494.43,494.7,39627.0,496.1173,1744196340000,547,
494.72,494.99,487.5,489.19,424826.0,490.3748,1744196400000,3298,
489.37,491.44,489.09,490.99,113619.0,490.1074,1744196460000,664,
491.0,491.0,487.35,488.5,125939.0,488.2375,1744196520000,1051,
488.62,490.2,488.0,489.7,174415.0,488.6298,1744196580000,1293,
489.82,489.82,488.0,489.29,43077.0,488.566,1744196640000,224,
489.26,489.26,488.1,488.68,35554.0,488.4613,1744196700000,607,
488.12,490.22,487.99,490.16,45657.0,489.0543,1744196760000,668,
490.22,491.0,488.73,489.07,143679.0,490.0699,1744196820000,1186,
489.22,489.52,488.05,488.05,141664.0,488.6223,1744196880000,1673,
488.26,489.18,488.26,488.71,41219.0,488.7109,1744196940000,621,
488.73,489.23,488.2,488.89,54978.0,488.6368,1744197000000,927,
489.0,489.52,488.58,489.44,49968.0,489.0905,1744197060000,805,
489.5,490.75,489.47,490.1,51375.0,490.1556,1744197120000,839,
490.0,490.3,489.12,489.75,41546.0,489.9004,1744197180000,608,
489.64,490.85,489.1,490.85,23986.0,490.0045,1744197240000,599,
490.88,493.16,490.38,491.72,158849.0,491.8271,1744197300000,1830,
491.43,491.5,490.54,490.73,36984.0,490.8265,1744197360000,566,
490.58,491.2,490.07,490.6,22879.0,490.5303,1744197420000,435,
490.6,491.17,489.6,491.06,35781.0,490.4261,1744197480000,694,
491.08,492.31,490.93,491.03,67534.0,491.5699,1744197540000,782,
491.21,491.21,490.64,490.94,22684.0,490.9131,1744197600000,425,
490.63,491.42,490.46,491.25,12983.0,490.7956,1744197660000,299,
491.04,491.28,490.49,490.83,15907.0,490.9729,1744197720000,356,
490.51,490.51,489.4,489.95,25635.0,490.1018,1744197780000,465,
489.89,490.49,489.69,490.48,41052.0,489.8819,1744197840000,411,
490.39,491.0,490.12,491.0,22273.0,490.5787,1744197900000,419,
491.4,491.4,490.83,490.83,31676.0,491.0583,1744197960000,429,
490.83,491.17,490.66,490.76,20341.0,490.989,1744198020000,339,
490.83,491.75,490.4,490.92,34762.0,491.0107,1744198080000,459,
490.85,491.37,490.54,490.54,48649.0,490.8977,1744198140000,758,
490.64,490.8,489.8,489.9,62366.0,490.3594,1744198200000,876,
489.82,490.06,489.38,489.51,16013.0,489.6788,1744198260000,252,
489.52,489.52,488.61,488.69,26713.0,489.0564,1744198320000,478,
488.64,489.08,488.11,488.86,45473.0,488.5021,1744198380000,625,
489.2,489.48,488.25,488.41,47998.0,488.6113,1744198440000,567,
488.34,488.57,488.0,488.15,44562.0,488.2328,1744198500000,501,
488.09,488.96,487.82,488.61,39673.0,488.2789,1744198560000,426,
488.6,488.84,487.98,488.1,21652.0,488.458,1744198620000,283,
488.14,488.53,487.48,487.73,87193.0,487.8306,1744198680000,704,
487.62,487.76,486.49,486.72,75184.0,487.222,1744198740000,701,
486.6,486.83,486.0,486.29,40693.0,486.5552,1744198800000,559,
486.38,486.53,485.75,485.89,49264.0,486.2508,1744198860000,539,
486.0,486.37,485.51,485.91,40696.0,485.923,1744198920000,571,
486.19,487.0,486.16,486.16,32567.0,486.6252,1744198980000,373,
486.3,486.6,485.28,486.08,83516.0,485.9271,1744199040000,968,
485.93,486.27,485.43,485.79,37336.0,485.8173,1744199100000,297,
485.77,486.0,485.51,486.0,6946.0,485.7704,1744199160000,160,
485.94,486.84,485.9,486.43,35469.0,486.5393,1744199220000,487,
486.48,493.18,486.37,488.17,336884.0,490.2289,1744199280000,2679,
488.54,491.56,488.3,489.32,137197.0,489.834,1744199340000,783,
489.17,489.63,488.24,489.03,37977.0,488.9225,1744199400000,505,
488.24,489.0,487.94,488.55,40325.0,488.4704,1744199460000,581,
489.0,489.0,488.0,488.0,14079.0,488.4757,1744199520000,249,
488.35,488.39,487.45,487.81,15634.0,487.9357,1744199580000,330,
487.67,488.68,487.24,487.54,72491.0,487.7365,1744199640000,606,
487.66,488.53,487.28,487.5,52173.0,487.9601,1744199700000,444,
487.96,488.17,487.59,487.62,3883.0,487.9384,1744199760000,105,
487.63,488.0,487.34,487.81,11461.0,487.5976,1744199820000,216,
488.16,488.16,487.48,487.48,4169.0,487.6351,1744199880000,170,
487.22,487.95,487.02,487.71,11821.0,487.4935,1744199940000,190,
492.82,494.29,485.38,488.35,271854.0,489.0385,1744200000000,2564,
488.3,499.83,483.82,486.7,178551.0,488.0603,1744200060000,2973,
484.8,500.0,482.86,498.5,262184.0,490.7157,1744200120000,2806,
498.73,499.9,487.59,488.18,107337.0,493.8522,1744200180000,802,
488.02,488.56,487.88,488.44,19171.0,488.3413,1744200240000,347,
488.46,488.56,487.45,487.57,20977.0,488.1578,1744200300000,401,
487.45,487.5,487.0,487.25,22333.0,487.2286,1744200360000,268,
487.25,487.79,487.18,487.68,14673.0,487.6193,1744200420000,207,
487.5408,488.35,487.5408,488.15,23517.0,487.9288,1744200480000,266,
488.35,488.36,488.04,488.23,8244.0,488.2408,1744200540000,144,
488.14,488.22,487.7,488.02,6322.0,488.0216,1744200600000,173,
488.03,488.91,487.79,488.91,14931.0,488.4036,1744200660000,384,
488.78,488.86,488.35,488.85,12776.0,488.6364,1744200720000,232,
488.58,488.85,488.1,488.16,18383.0,488.5394,1744200780000,328,
488.31,489.16,488.0,488.6299,20985.0,488.6804,1744200840000,358,
488.61,488.76,487.8537,488.0,42885.0,488.2999,1744200900000,504,
488.0,488.52,487.93,488.21,20639.0,488.235,1744200960000,399,
488.35,488.41,488.191,488.29,7014.0,488.3242,1744201020000,170,
488.17,488.99,487.47,487.98,101895.0,488.2488,1744201080000,953,
488.02,488.51,487.82,488.3,55060.0,488.0426,1744201140000,606,
488.33,488.42,487.33,487.5486,13740.0,487.8383,1744201200000,220,
487.36,488.0,487.31,487.41,18659.0,487.6446,1744201260000,258,
487.4,487.4,486.72,486.81,23521.0,486.9689,1744201320000,318,
486.88,487.1,486.68,487.07,32038.0,486.8145,1744201380000,368,
487.1581,487.1581,486.45,486.62,27860.0,486.6581,1744201440000,368,
486.7,486.82,486.23,486.5601,21186.0,486.5596,1744201500000,336,
486.97,487.17,486.5,486.75,44961.0,486.6974,1744201560000,443,
486.59,486.99,486.42,486.64,21506.0,486.7301,1744201620000,345,
486.94,487.55,486.91,487.55,22285.0,487.2598,1744201680000,355,
487.44,487.44,486.96,487.07,21793.0,487.0974,1744201740000,333,
486.96,488.18,486.89,487.11,36233.0,487.4979,1744201800000,439,
487.06,487.22,486.47,486.47,45525.0,486.9313,1744201860000,841,
486.48,487.25,486.11,487.25,63060.0,486.4208,1744201920000,692,
487.28,487.3,486.97,487.15,26680.0,487.1798,1744201980000,339,
487.13,487.17,486.85,487.14,17383.0,487.0447,1744202040000,304,
487.12,487.15,486.56,486.65,18459.0,486.8667,1744202100000,346,
486.72,487.33,486.67,486.82,37264.0,486.9674,1744202160000,423,
486.91,486.92,486.58,486.63,13141.0,486.7204,1744202220000,256,
486.66,486.88,486.22,486.44,23227.0,486.4529,1744202280000,356,
486.56,487.27,486.54,486.95,23903.0,487.0133,1744202340000,383,
487.0,487.52,486.9,487.41,17141.0,487.1783,1744202400000,289,
487.32,487.99,487.32,487.92,15374.0,487.6506,1744202460000,245,
487.97,488.88,487.97,488.51,74148.0,488.3932,1744202520000,842,
488.6299,489.1,488.35,488.69,37069.0,488.7291,1744202580000,546,
488.7,489.17,486.92,489.12,32804.0,488.6793,1744202640000,427,
489.15,489.65,489.1,489.25,34023.0,489.2778,1744202700000,614,
489.18,489.32,489.06,489.28,27890.0,489.1936,1744202760000,354,
489.34,489.5,488.69,489.13,36561.0,489.285,1744202820000,414,
489.31,489.94,489.13,489.59,31573.0,489.3839,1744202880000,489,
489.59,490.75,489.39,490.26,60291.0,490.1083,1744202940000,688,
490.29,490.51,490.14,490.38,88744.0,490.2549,1744203000000,918,
490.41,490.9,490.23,490.9,36717.0,490.5305,1744203060000,559,
491.0,491.96,490.84,491.47,122381.0,491.4005,1744203120000,1273,
491.42,491.6,491.0,491.41,52675.0,491.239,1744203180000,490,
491.5281,492.31,491.2601,492.31,79349.0,491.6607,1744203240000,828,
492.35,494.07,491.87,491.87,358180.0,493.2608,1744203300000,2773,
491.88,492.6,491.74,492.37,71179.0,492.1374,1744203360000,647,
492.12,492.17,491.18,491.67,56332.0,491.6173,1744203420000,649,
491.8,492.17,491.65,492.09,33093.0,491.9009,1744203480000,335,
491.97,491.99,491.25,491.34,34301.0,491.7442,1744203540000,386,
491.42,494.63,491.42,493.74,265466.0,493.4295,1744203600000,1891,
493.88,494.24,491.09,493.21,319963.0,492.9834,1744203660000,2192,
493.18,493.9,492.35,492.99,118732.0,493.0775,1744203720000,958,
493.08,493.47,492.69,492.86,66544.0,493.0934,1744203780000,553,
493.0,494.23,492.79,493.91,70730.0,493.6078,1744203840000,793,
493.91,494.81,493.65,494.66,43655.0,494.2985,1744203900000,634,
494.5,495.77,494.45,495.72,81103.0,495.0916,1744203960000,996,
495.6401,496.7,495.13,496.21,175205.0,496.0546,1744204020000,1417,
496.2,496.44,494.56,495.323,221014.0,495.5699,1744204080000,1617,
495.2,495.21,493.3,493.6,112975.0,494.1088,1744204140000,1375,
493.62,494.26,493.25,493.94,66949.0,493.6931,1744204200000,754,
493.99,493.99,492.94,493.8,66270.0,493.2339,1744204260000,741,
493.9,494.14,493.68,494.0,41226.0,493.9409,1744204320000,396,
493.8,493.95,493.21,493.21,24050.0,493.6075,1744204380000,298,
493.34,493.66,493.2,493.38,45505.0,493.3476,1744204440000,375,
493.43,493.76,493.15,493.55,29239.0,493.4474,1744204500000,340,
493.6,494.5,493.54,493.57,31829.0,493.9793,1744204560000,470,
494.02,495.09,494.02,495.07,44822.0,494.7255,1744204620000,641,
494.92,495.39,494.81,495.19,57107.0,494.9396,1744204680000,749,
495.27,496.01,494.78,495.3,86634.0,495.3261,1744204740000,747,
495.37,495.37,494.24,494.79,87600.0,494.8278,1744204800000,638,
494.56,495.34,494.36,494.81,40570.0,494.8523,1744204860000,806,
494.82,495.01,494.4014,494.4014,12405.0,494.784,1744204920000,363,
494.48,494.48,493.6,493.95,35030.0,493.9164,1744204980000,604,
493.82,494.14,493.7,494.0,30475.0,493.9478,1744205040000,337,
494.0,494.04,493.22,493.89,36183.0,493.6413,1744205100000,386,
493.93,493.93,493.1,493.16,28437.0,493.4018,1744205160000,328,
493.35,494.0,493.29,493.88,26799.0,493.7862,1744205220000,410,
493.83,494.23,493.4,493.54,36735.0,493.8405,1744205280000,350,
493.52,494.35,493.33,493.41,42707.0,493.8645,1744205340000,276,
493.44,495.22,493.43,494.4,925364.0,494.1804,1744205400000,11718,
494.44,496.04,493.65,495.52,730465.0,494.9118,1744205460000,7515,
495.53,496.82,495.3,496.55,628953.0,496.2552,1744205520000,6771,
496.55,496.92,495.46,496.5,614134.0,496.2622,1744205580000,5999,
496.51,496.67,494.84,495.32,566533.0,495.7674,1744205640000,6600,
495.3,496.8,494.88,496.1,443879.0,496.0099,1744205700000,5617,
496.09,496.52,494.53,495.46,460898.0,495.4496,1744205760000,5635,
495.45,495.7,494.11,494.34,715431.0,494.8291,1744205820000,7843,
494.37,498.15,494.18,498.13,686804.0,496.1116,1744205880000,8583,
498.17,499.58,497.48,499.54,667391.0,498.511,1744205940000,8049,
499.52,500.36,498.72,500.2,1029768.0,499.5377,1744206000000,10098,
500.2,502.04,499.55,501.4,709464.0,501.1853,1744206060000,8239,
501.39,501.53,500.18,500.25,613743.0,500.8287,1744206120000,6391,
500.175,501.09,499.3001,499.3001,462307.0,500.271,1744206180000,6369,
499.32,499.99,497.21,497.59,650822.0,498.3768,1744206240000,7253,
497.5301,498.6794,496.82,496.96,469101.0,497.7996,1744206300000,5629,
496.98,497.79,496.71,497.1996,309914.0,497.2192,1744206360000,4326,
497.21,497.32,495.725,496.74,418472.0,496.3714,1744206420000,5790,
496.74,497.57,496.06,497.55,290648.0,496.7781,1744206480000,4231,
497.48,498.72,496.61,498.6565,401544.0,497.6115,1744206540000,5459,
498.56,499.1,498.0039,498.5001,401619.0,498.6536,1744206600000,4877,
498.45,499.97,498.19,499.7401,295778.0,499.2328,1744206660000,4669,
499.8,500.93,499.5,499.925,445611.0,500.1906,1744206720000,5887,
499.925,500.93,499.63,500.9199,284328.0,500.2142,1744206780000,3807,
500.88,500.9299,499.3802,500.2752,416744.0,500.0116,1744206840000,4386,
500.32,500.72,499.56,500.42,273476.0,500.1516,1744206900000,4081,
500.4,501.35,500.28,501.24,324227.0,500.9298,1744206960000,4311,
501.245,501.37,500.1,500.3504,253927.0,500.6313,1744207020000,3567,
500.42,500.98,499.21,500.48,295399.0,500.0564,1744207080000,4070,
500.59,500.75,499.77,499.85,226831.0,500.1937,1744207140000,3288,
499.86,503.23,499.74,502.16,653321.0,501.8239,1744207200000,8198,
502.17,503.05,501.86,502.48,328732.0,502.6806,1744207260000,4753,
502.45,502.97,502.15,502.38,416518.0,502.46,1744207320000,4597,
502.33,503.67,501.79,502.18,376039.0,502.6609,1744207380000,4840,
502.1,502.13,501.29,501.94,261618.0,501.5694,1744207440000,3615,
501.94,502.0904,500.16,500.435,341633.0,500.8174,1744207500000,4448,
500.41,500.41,498.33,498.89,461175.0,499.157,1744207560000,6076,
498.87,498.88,497.69,498.22,438816.0,497.7792,1744207620000,4435,
498.22,499.14,497.92,498.99,272711.0,498.5211,1744207680000,3683,
499.05,499.45,498.27,498.44,367445.0,498.762,1744207740000,4714,
498.41,499.858,498.04,499.81,260694.0,499.1466,1744207800000,3344,
499.8,500.38,499.25,499.79,332072.0,498.591,1744207860000,3039,
499.71,500.2586,498.88,498.97,234804.0,499.5277,1744207920000,3085,
499.02,499.02,497.8,498.01,284288.0,498.264,1744207980000,3908,
497.94,498.11,496.67,497.3194,406089.0,497.153,1744208040000,4615,
497.3,498.48,497.05,497.53,367528.0,497.8941,1744208100000,3879,
497.6,498.3,497.49,497.93,192246.0,497.9034,1744208160000,2388,
497.91,498.99,497.58,498.93,241849.0,498.4188,1744208220000,3234,
498.85,499.12,498.29,498.495,151292.0,498.6726,1744208280000,2209,
498.52,499.1563,497.71,498.76,257104.0,498.3997,1744208340000,3133,
498.78,499.53,498.44,498.825,178038.0,498.9903,1744208400000,2568,
498.7,499.35,497.81,498.03,189918.0,498.3384,1744208460000,3089,
498.04,498.1,496.6837,497.69,265894.0,497.4149,1744208520000,3420,
497.77,500.09,497.59,499.45,405008.0,499.2677,1744208580000,4742,
499.33,500.38,498.86,498.91,233892.0,499.6104,1744208640000,3256,
498.88,499.42,498.34,498.52,268279.0,498.8168,1744208700000,3602,
498.55,499.0499,498.01,498.51,217179.0,498.4968,1744208760000,2837,
498.42,498.45,497.54,497.9,1677379.0,498.7183,1744208820000,2508,
497.89,498.25,497.03,498.01,319977.0,497.6721,1744208880000,3974,
498.04,499.4,497.99,498.97,228229.0,498.8625,1744208940000,3120,
499.07,499.35,498.43,499.285,170328.0,498.9215,1744209000000,2631,
499.31,500.8,498.9,500.0,305946.0,499.9542,1744209060000,4140,
499.99,501.27,499.84,500.8,292785.0,500.5295,1744209120000,3929,
500.81,501.67,500.28,500.6,371335.0,500.9993,1744209180000,7602,
500.56,501.68,500.55,501.065,160899.0,501.1831,1744209240000,3130,
501.03,501.11,500.36,501.04,143834.0,500.7775,1744209300000,2271,
501.005,501.005,500.08,500.32,171434.0,500.342,1744209360000,2545,
500.31,500.33,499.24,499.73,271021.0,499.6528,1744209420000,3367,
499.66,499.83,498.73,499.11,209638.0,499.1774,1744209480000,2808,
499.07,499.17,498.36,498.83,177382.0,498.7176,1744209540000,2551,
498.85,498.88,497.73,498.69,224628.0,498.2196,1744209600000,3103,
498.67,498.7,497.95,498.48,154358.0,498.2666,1744209660000,2336,
498.36,498.98,498.165,498.815,165233.0,498.5996,1744209720000,2315,
498.73,498.85,498.08,498.48,171484.0,498.4266,1744209780000,2491,
498.4,498.4,497.48,497.66,220497.0,497.747,1744209840000,2888,
497.69,498.35,497.4,498.19,323452.0,497.8054,1744209900000,2863,
498.23,499.34,498.23,498.82,171558.0,498.8423,1744209960000,2469,
498.84,499.83,498.74,498.8,196362.0,499.2367,1744210020000,2679,
498.74,498.9,497.46,497.88,267415.0,498.1244,1744210080000,3395,
497.81,497.8747,496.51,496.9099,305375.0,497.0574,1744210140000,3847,
496.86,497.44,496.09,496.17,295774.0,496.7585,1744210200000,4033,
496.15,496.2,495.23,495.5545,321011.0,495.7663,1744210260000,4434,
495.545,495.64,493.79,493.83,667842.0,494.4892,1744210320000,7283,
494.0905,494.7,494.0,494.4,289806.0,494.3708,1744210380000,4246,
494.37,494.79,493.68,494.5475,280581.0,494.2369,1744210440000,3559,
494.66,495.29,494.47,494.95,263355.0,494.9241,1744210500000,3431,
494.96,495.15,493.68,493.85,322924.0,494.3818,1744210560000,4127,
493.88,494.8,493.87,494.73,197829.0,494.3707,1744210620000,2893,
494.715,494.96,493.88,493.91,192386.0,494.3738,1744210680000,2896,
493.88,493.91,493.0904,493.2084,888697.0,493.5735,1744210740000,4584,
493.22,494.2,493.05,494.03,784799.0,494.0431,1744210800000,5842,
494.01,494.43,493.42,494.2496,307718.0,493.9198,1744210860000,3440,
494.22,494.55,493.5201,493.69,258527.0,494.1171,1744210920000,3326,
493.69,494.48,493.32,494.38,173503.0,493.8512,1744210980000,2574,
494.33,495.7,494.3,495.52,409079.0,495.4477,1744211040000,4048,
495.48,496.53,495.04,496.27,344521.0,495.8757,1744211100000,4278,
496.27,497.8,495.8,496.97,285944.0,496.9362,1744211160000,3659,
497.01,497.04,496.05,496.64,142437.0,496.5518,1744211220000,1974,
496.54,497.4,496.54,496.7635,147691.0,496.8967,1744211280000,2277,
496.73,497.04,496.415,496.7928,118870.0,496.7898,1744211340000,1920,
496.8,497.25,496.36,496.86,140209.0,496.9556,1744211400000,2087,
