Date,Open,High,Low,Close,Volume,Day,Weekday,Week,Month,Year,Daily_Return,Log_Return,Price_Range,Close_to_Open_Change,Average_Price,Lagged_Close,Lagged_Volume,Volume_MA5,Volume_Ratio,Lagged_Return,Rolling_Volatility,Day_of_Week,Week_of_Year,Close_to_High_Ratio,Next_Day_Volatility
1993-08-19,25.797966326300195,25.797966326300195,25.745173762194533,25.78036880493164,28500.0,19,3,33,8,1993,0.0,0.0,0.05279256410566191,-0.01759752136855397,25.774502964475456,25.78036880493164,414300.0,231480.0,0.12312078797304303,0.005490034694341173,0.002464584287241612,3,33,-0.3333333333333333,0.002608092738811763
1993-08-20,25.72758352740237,25.7979736328125,25.70998600104984,25.7979736328125,80700.0,20,4,33,8,1993,0.0006828772704559061,0.0006826442158650731,0.08798763176265822,0.07039010541013013,25.76864442222495,25.78036880493164,28500.0,226920.0,0.35563194077207827,0.0,0.002608092738811763,4,33,0.0,0.002966257979404023
1993-08-23,25.69238945627897,25.762779564378366,25.69238945627897,25.74518203735352,15600.0,23,0,34,8,1993,-0.0020463465933554525,-0.0020484432213188093,0.07039010809939583,0.05279258107454865,25.733450352670285,25.7979736328125,80700.0,181680.0,0.08586525759577279,0.0006828772704559061,0.002966257979404023,0,34,-0.24999999999997477,0.005220749760469865
1993-08-24,25.74518815789213,26.02674865722656,25.74518815789213,26.02674865722656,273400.0,24,1,34,8,1993,0.010936672324340702,0.010877299425948412,0.2815604993344287,0.2815604993344287,25.932895157448417,25.74518203735352,15600.0,162500.0,1.6824615384615385,-0.0020463465933554525,0.005220749760469865,1,34,0.0,0.005091961144901843
1993-08-25,26.02674641866941,26.1499291265333,25.99155135927973,26.04434394836425,242300.0,25,2,34,8,1993,0.0006760464539548039,0.0006758180374918137,0.15837776725357244,0.01759752969483941,26.061941478059094,26.02674865722656,273400.0,128100.0,1.8914910226385637,0.010936672324340702,0.005091961144901843,2,34,-0.6666666666666816,0.00503260267188348
1993-08-26,26.06193351745605,26.202713712013548,25.95634837153793,26.06193351745605,120000.0,26,3,34,8,1993,0.0006753700199426671,0.0006751420602430718,0.24636534047561653,0.0,26.073665200335842,26.04434394836425,242300.0,146400.0,0.819672131147541,0.0006760464539548039,0.00503260267188348,3,34,-0.5714285714285776,0.005168707985570715
1993-08-27,25.99155135927973,26.04434394836425,25.99155135927973,26.04434394836425,25700.0,27,4,34,8,1993,-0.000674914203123822,-0.0006751420602430501,0.05279258908452178,0.05279258908452178,26.026746418669415,26.06193351745605,120000.0,135400.0,0.18980797636632202,0.0006753700199426671,0.005168707985570715,4,34,0.0,0.0046989822835220955
1993-08-30,26.06193189377098,26.18511455633438,26.06193189377098,26.14991950988769,183500.0,30,0,35,8,1993,0.004053684812823644,0.0040454907691254965,0.12318266256340138,0.08798761611671324,26.13232198666435,26.04434394836425,25700.0,168980.0,1.08592732867795,-0.000674914203123822,0.0046989822835220955,0,35,-0.2857142857143022,0.0018728338434285
1993-08-31,26.13232639491958,26.220314025878903,26.09713134253585,26.220314025878903,66500.0,31,1,35,8,1993,0.0026919591842182733,0.0026883423515501187,0.12318268334305316,0.08798763095932216,26.17925313143122,26.14991950988769,183500.0,127600.0,0.5211598746081505,0.004053684812823644,0.0018728338434285,1,35,0.0,0.0022667928140777797
1993-09-01,26.13231943499657,26.237904564026863,26.13231943499657,26.18511199951172,136500.0,1,2,35,9,1993,-0.0013425478555458836,-0.0013434498803494655,0.10558512903029182,0.05279256451514769,26.18511199951172,26.220314025878903,66500.0,106440.0,1.282412626832018,0.0026919591842182733,0.0022667928140777797,2,35,-0.4999999999999832,0.0030353232790809
1993-09-02,26.20271305771028,26.237908105470805,26.07953039054845,26.09712791442871,472400.0,2,3,35,9,1993,-0.0033600805329627725,-0.0033657382807706997,0.15837771492235575,-0.10558514328156932,26.138188803482652,26.18511199951172,136500.0,176920.0,2.670133393624237,-0.0013425478555458836,0.0030353232790809,3,35,-0.8888888888888864,0.0029895410613470052
1993-09-03,26.07952244648072,26.14991252056029,26.04432740944093,26.114717483520508,630500.0,3,4,35,9,1993,0.0006740040187360741,0.0006737769800383731,0.10558511111936042,0.03519503703978799,26.10298580450724,26.09712791442871,472400.0,297880.0,2.116624143950584,-0.0033600805329627725,0.0029895410613470052,4,35,-0.33333333333327725,0.003645414246458168
1993-09-07,26.11472646643381,26.149921515579948,25.90355617155699,25.938751220703125,196400.0,7,1,36,9,1993,-0.0067382028133532446,-0.006761006999145214,0.2463653440229585,-0.17597524573068668,25.997409635946685,26.114717483520508,630500.0,300460.0,0.6536643812820342,0.0006740040187360741,0.003645414246458168,1,36,-0.8571428571428613,0.0027550671040289056
1993-09-08,25.938750942845665,25.938750942845665,25.674788077077224,25.85076332092285,269900.0,8,2,36,9,1993,-0.003392140933525134,-0.003397907287464603,0.2639628657684412,-0.08798762192281373,25.821434113615243,25.938751220703125,196400.0,341140.0,0.7911707803247934,-0.0067382028133532446,0.0027550671040289056,2,36,-0.3333333333333333,0.003521536208512606
1993-09-09,25.745167724464253,25.92114289688028,25.745167724464253,25.903545379638672,239200.0,9,3,36,9,1993,0.0020417988459591196,0.002039717207738185,0.17597517241602745,0.15837765517441937,25.856618666994404,25.85076332092285,269900.0,361680.0,0.6613581066135811,-0.003392140933525134,0.003521536208512606,3,36,-0.10000000000003029,0.005897743373322863
1993-09-10,25.973944600423174,26.149919834843388,25.93874955353913,26.132322311401367,106500.0,10,4,36,9,1993,0.00883187719710854,0.008793104294141133,0.21117028130425908,0.15837771097819342,26.07366389992796,25.903545379638672,239200.0,288500.0,0.36915077989601386,0.0020417988459591196,0.005897743373322863,4,36,-0.08333333333332912,0.0058977331858080535
1993-09-13,26.220309602781064,26.220309602781064,26.14991950988769,26.14991950988769,66900.0,13,0,37,9,1993,0.000673388238390471,0.000673161614262311,0.07039009289337272,-0.07039009289337272,26.17338287418548,26.132322311401367,106500.0,175780.0,0.38058937307998636,0.00883187719710854,0.0058977331858080535,0,37,-1.0,0.005173008766319549
1993-09-14,26.079539007753937,26.079539007753937,25.956356299890054,26.04434394836425,184500.0,14,1,37,9,1993,-0.00403731879494007,-0.004045490769125499,0.12318270786388297,-0.03519505938968592,26.026746418669415,26.14991950988769,66900.0,173400.0,1.0640138408304498,0.000673388238390471,0.005173008766319549,1,37,-0.28571428571432694,0.004619776346539393
1993-09-15,25.938742298321586,26.1323150020404,25.85075470572212,26.114717483520508,101000.0,15,2,37,9,1993,0.0027020659570378136,0.0026984219395940834,0.28156029631827906,0.1759751851989222,26.032595730427676,26.04434394836425,184500.0,139620.0,0.7233920641741871,-0.00403731879494007,0.004619776346539393,2,37,-0.06249999999999921,0.005361606235317875
1993-09-16,26.07954923451673,26.09714677111221,25.99156155153928,26.00915908813477,54300.0,16,3,37,9,1993,-0.004042103670175656,-0.004050295052277709,0.1055852195729301,-0.0703901463819605,26.032622470262087,26.114717483520508,101000.0,102640.0,0.529033515198753,0.0027020659570378136,0.005361606235317875,3,37,-0.8333333333333334,0.002971860117373736
1993-09-17,25.994125964696867,26.011833134972544,25.92329728359415,25.958711624145508,200900.0,17,4,37,9,1993,-0.0019396038071940458,-0.001941487274506125,0.08853585137839559,-0.03541434055135895,25.9646140142374,26.00915908813477,54300.0,121520.0,1.653225806451613,-0.004042103670175656,0.002971860117373736,4,37,-0.599999999999992,0.003957441883262187
1993-09-20,25.994110333050465,26.04723181193272,25.746210098266605,25.7462100982666,57800.0,20,0,38,9,1993,-0.00818613531194079,-0.00821982570634265,0.3010217136661133,-0.24790023478386303,25.84655066948864,25.958711624145508,200900.0,119700.0,0.4828738512949039,-0.0019396038071940458,0.003957441883262187,0,38,-1.0000000000000118,0.003930973113793626
1993-09-21,25.781638325124547,25.81705266348323,25.392080603178982,25.65768814086914,318200.0,21,1,38,9,1993,-0.0034382519625061336,-0.0034441763343383653,0.42497206030424906,-0.12395018425540627,25.62227380251045,25.7462100982666,57800.0,146440.0,2.1729035782573067,-0.00818613531194079,0.003930973113793626,1,38,-0.3749999999999937,0.006126292414966596
1993-09-22,25.74621852793814,25.905583016763067,25.71080419708816,25.87016868591309,439700.0,22,2,38,9,1993,0.00828135971866839,0.008247257405593872,0.19477881967490873,0.12395015797494935,25.828851966588104,25.65768814086914,318200.0,214180.0,2.052946120085909,-0.0034382519625061336,0.006126292414966596,2,38,-0.18181818181815362,0.006729684936507904
1993-09-23,25.941000705352845,26.02953654393767,25.90558636991892,26.011829376220703,88500.0,23,3,38,9,1993,0.005475831720600732,0.005460893860744442,0.12395017401874853,0.07082867086785782,25.982317430025763,25.87016868591309,439700.0,221020.0,0.4004162519229029,0.00828135971866839,0.006729684936507904,3,38,-0.1428571428571674,0.006796024430859984
1993-09-24,25.976420049048933,25.994127220179845,25.90559136452528,25.94100570678711,53500.0,24,4,38,9,1993,-0.002722748500662453,-0.002726461922368581,0.08853585565456612,-0.035414342261823606,25.94690809716408,26.011829376220703,88500.0,191540.0,0.27931502558212384,0.005475831720600732,0.006796024430859984,4,38,-0.5999999999999518,0.006490343782504091
1993-09-27,26.135783605685035,26.224319458007816,26.135783605685035,26.22431945800781,274600.0,27,0,39,9,1993,0.010921463663476016,0.010862255184619836,0.0885358523227815,0.08853585232277439,26.194807507233552,25.94100570678711,53500.0,234900.0,1.1690080885483185,-0.002722748500662453,0.006490343782504091,0,39,-8.02548026724387e-14,0.006121937824899097
1993-09-28,26.24203804800733,26.24203804800733,26.153502157157103,26.17120933532715,158300.0,28,1,39,9,1993,-0.0020252240583670256,-0.0020272775976635433,0.08853589085022762,-0.0708287126801821,26.188916513497194,26.22431945800781,274600.0,202920.0,0.7801103883303765,0.010921463663476016,0.006121937824899097,1,39,-0.8,0.00629600015725381
1993-09-29,26.171202264023083,26.24203095756577,26.04725205032338,26.082666397094727,221000.0,29,2,39,9,1993,-0.00338321921230067,-0.0033889552395658007,0.1947789072423909,-0.08853586692835691,26.123983134994628,26.17120933532715,158300.0,159180.0,1.388365372534238,-0.0020252240583670256,0.00629600015725381,2,39,-0.8181818181818016,0.006047153013527287
1993-09-30,26.08267590659005,26.13579744611468,25.976432827540805,26.02955436706543,99300.0,30,3,39,9,1993,-0.002036296029734652,-0.0020383720993019197,0.15936461857387485,-0.0531215395246214,26.04726154690697,26.082666397094727,221000.0,161340.0,0.6154704351059873,-0.00338321921230067,0.006047153013527287,3,39,-0.6666666666666666,0.0060842160325452095
1993-10-01,25.994129328124007,26.188908226359267,25.958714982990323,26.153493881225582,22700.0,1,4,39,10,1993,0.004761491972254728,0.004750191925212441,0.23019324336894442,0.15936455310157527,26.100372363525057,26.02955436706543,99300.0,155180.0,0.14628173733728572,-0.002036296029734652,0.0060842160325452095,4,39,-0.1538461538461574,0.0033108404406576456
1993-10-04,26.18891143798828,26.18891143798828,26.118082739034964,26.18891143798828,1038500.0,4,0,40,10,1993,0.001354218940059937,0.0013533028125893053,0.07082869895331712,0.0,26.165301871670508,26.153493881225582,22700.0,307960.0,3.3721911936615143,0.004761491972254728,0.0033108404406576456,0,40,0.0,0.003234239591189807
1993-10-05,26.242029744059792,26.242029744059792,26.064958018391373,26.153493881225582,436500.0,5,1,40,10,1993,-0.0013523875112779749,-0.0013533028125894163,0.17707172566841933,-0.08853586283420967,26.153493881225582,26.18891143798828,1038500.0,363600.0,1.2004950495049505,0.001354218940059937,0.003234239591189807,1,40,-0.5,0.002743177218595178
1993-10-06,26.171188941169884,26.27743192739926,26.13577461242676,26.13577461242676,209200.0,6,2,40,10,1993,-0.0006775105796300585,-0.000677740193639285,0.14165731497249823,-0.03541432874312278,26.18299371741759,26.153493881225582,436500.0,361240.0,0.5791163769239287,-0.0013523875112779749,0.002743177218595178,2,40,-1.0,0.002905129467166373
1993-10-07,26.171190119307976,26.171190119307976,26.04723996312722,26.0649471282959,59400.0,7,3,40,10,1993,-0.002709982205661765,-0.002713660854991813,0.12395015618075789,-0.10624299101207768,26.094459070243698,26.13577461242676,209200.0,353260.0,0.168148106210723,-0.0006775105796300585,0.002905129467166373,3,40,-0.8571428571428531,0.0017671427568654464
1993-10-08,26.13578283964698,26.15349000959254,25.905589630354697,26.10036849975586,54400.0,8,4,40,10,1993,0.0013589657897870033,0.0013580432315002794,0.24790037923784425,-0.035414339891119084,26.053149379901033,26.0649471282959,59400.0,359600.0,0.15127919911012236,-0.002709982205661765,0.0017671427568654464,4,40,-0.2142857142857194,0.001953180581718481
1993-10-11,26.153493881225582,26.20661539892611,26.153493881225582,26.153493881225582,467100.0,11,0,41,10,1993,0.0020354264910176223,0.002033357817130922,0.05312151770052864,0.0,26.171201053792426,26.10036849975586,54400.0,245320.0,1.9040436980270667,0.0013589657897870033,0.001953180581718481,0,41,-1.0,0.001952956311412736
1993-10-12,26.18891143798828,26.206618612726608,26.17120426324995,26.18891143798828,26200.0,12,1,41,10,1993,0.001354218940059937,0.0013533028125893053,0.03541434947665678,0.0,26.18891143798828,26.153493881225582,467100.0,163260.0,0.16048021560700723,0.0020354264910176223,0.001952956311412736,1,41,-0.4999999999999498,0.001893175893732708
1993-10-13,26.206618612726608,26.206618612726608,26.15349708851162,26.18891143798828,139100.0,13,2,41,10,1993,0.0,0.0,0.05312152421498695,-0.017707174738326614,26.183009046408838,26.18891143798828,26200.0,149240.0,0.9320557491289199,0.001354218940059937,0.001893175893732708,2,41,-0.33333333333328874,0.0052661679898700796
1993-10-14,26.295142148301824,26.52533531188965,26.22431348258249,26.52533531188965,108100.0,14,3,41,10,1993,0.012846042673364755,0.012764232149904088,0.3010218293071567,0.23019316358782405,26.424994702120596,26.18891143798828,139100.0,158980.0,0.6799597433639452,0.0,0.0052661679898700796,3,41,0.0,0.005157808808273242
1993-10-15,26.649283115290707,26.720111774733343,26.578454455848075,26.666990280151367,1502500.0,15,4,41,10,1993,0.005340364847272072,0.0053261556646180905,0.14165731888526878,0.01770716486065993,26.655185503577595,26.52533531188965,108100.0,448600.0,3.3493089612126616,0.012846042673364755,0.005157808808273242,4,41,-0.3750000000000031,0.006029258326125741
1993-10-18,26.64929002642473,26.64929002642473,26.56075417916086,26.596168518066406,722400.0,18,0,42,10,1993,-0.002655783848906079,-0.0026593166992096083,0.08853584726386998,-0.05312150835832341,26.602070907884,26.666990280151367,1502500.0,499660.0,1.4457831325301205,0.005340364847272072,0.006029258326125741,0,42,-0.6000000000000161,0.007758210012871137
1993-10-19,26.560750765579808,26.613872267110967,26.401386260986328,26.401386260986328,880100.0,19,1,42,10,1993,-0.007323696153743509,-0.007350646079083463,0.21248600612463875,-0.15936450459347995,26.47221492969454,26.596168518066406,722400.0,670440.0,1.312720004772985,-0.002655783848906079,0.007758210012871137,1,42,-1.0,0.007710294616024567
1993-10-20,26.489938704023725,26.489938704023725,26.38369563435518,26.436817169189453,230400.0,20,2,42,10,1993,0.0013420093874192407,0.001341109697659395,0.10624306966854391,-0.053121534834271955,26.436817169189453,26.401386260986328,880100.0,688700.0,0.3345433425294032,-0.007323696153743509,0.007710294616024567,2,42,-0.5,0.0047038660458807585
1993-10-21,26.454507762517487,26.454507762517487,26.365971926632223,26.401386260986328,56200.0,21,3,42,10,1993,-0.0013402108119284772,-0.0013411096976593602,0.08853583588526348,-0.0531215015311588,26.407288650045345,26.436817169189453,230400.0,678320.0,0.08285175138577662,0.0013420093874192407,0.0047038660458807585,3,42,-0.600000000000008,0.0032890594616837173
1993-10-22,26.43680172146492,26.54304472905285,26.277437210083008,26.277437210083008,390700.0,22,4,42,10,1993,-0.004694793283884557,-0.004705848440561731,0.2656075189698406,-0.15936451138191288,26.365973049739623,26.401386260986328,56200.0,455960.0,0.8568734099482411,-0.0013402108119284772,0.0032890594616837173,4,42,-1.0,0.004158256483620564
1993-10-25,26.29514890332376,26.383684758217107,26.224320219409083,26.34827041625977,114500.0,25,0,43,10,1993,0.0026955903504006784,0.0026919637624671774,0.15936453880802404,0.053121512936009196,26.318758464628655,26.277437210083008,390700.0,334380.0,0.34242478617142175,-0.004694793283884557,0.004158256483620564,0,43,-0.22222222222221974,0.002825370079857415
1993-10-26,26.33056640625,26.348273579354405,26.242030540727978,26.33056640625,186200.0,26,1,43,10,1993,-0.0006719230420090261,-0.0006721488834672705,0.10624303862642748,0.0,26.306956842110793,26.34827041625977,114500.0,195600.0,0.9519427402862985,0.0026955903504006784,0.002825370079857415,1,43,-0.16666666666667224,0.0027284286421603112
1993-10-27,26.29514890332376,26.36597758723844,26.29514890332376,26.34827041625977,118400.0,27,2,43,10,1993,0.0006723748261474594,0.0006721488834671485,0.07082868391468011,0.053121512936009196,26.336465635607322,26.33056640625,186200.0,173200.0,0.6836027713625866,-0.0006719230420090261,0.0027284286421603112,2,43,-0.25000000000001255,0.004445400598140553
1993-10-28,26.383695697848044,26.613889016017183,26.383695697848044,26.54306030273437,129600.0,28,3,43,10,1993,0.007392890819672093,0.007365697345680088,0.2301933181691389,0.15936460488632775,26.51354833886653,26.34827041625977,118400.0,187880.0,0.6898020012774111,0.0006723748261474594,0.004445400598140553,3,43,-0.30769230769230416,0.003258346853047976
1993-10-29,26.52535312441367,26.56076748105508,26.507645946092968,26.54306030273437,80700.0,29,4,43,10,1993,0.0,0.0,0.053121534962112804,0.0177071783207019,26.537157909960808,26.54306030273437,129600.0,125880.0,0.6410867492850334,0.007392890819672093,0.003258346853047976,4,43,-0.3333333333334225,0.0032569298495734146
1993-11-01,26.507631423706545,26.63158160404452,26.507631423706545,26.613874435424805,36400.0,1,0,44,11,1993,0.0026678963119839416,0.002664343793715687,0.12395018033797456,0.10624301171825934,26.58436248772529,26.54306030273437,80700.0,110260.0,0.3301287865046254,0.0,0.0032569298495734146,0,44,-0.1428571428571797,0.003255564063017934
1993-11-02,26.57846134861364,26.63158285697196,26.436803992991443,26.596168518066406,262100.0,2,1,44,11,1993,-0.0006652889793014038,-0.0006655103822177867,0.1947788639805168,0.01770716945276618,26.55485178934327,26.613874435424805,36400.0,125440.0,2.0894451530612246,0.0026678963119839416,0.003255564063017934,1,44,-0.18181818181820836,0.007418171837836723
1993-11-03,26.57845840016813,26.57845840016813,26.135779212956805,26.259729385375977,479100.0,3,2,44,11,1993,-0.012649909796664582,-0.012730601119795517,0.4426791872113256,-0.31872901479215443,26.324655666166972,26.596168518066406,262100.0,197580.0,2.4248405709079868,-0.0006652889793014038,0.007418171837836723,2,44,-0.72,0.006929726739567756
1993-11-04,26.25971875519028,26.25971875519028,25.958697029743053,25.97640419006348,130400.0,4,3,44,11,1993,-0.010789341777081685,-0.010847968804447541,0.30102172544722805,-0.2833145651268012,26.064939991665607,26.259729385375977,479100.0,197740.0,0.6594518054010317,-0.012649909796664582,0.006929726739567756,3,44,-0.9411764705882297,0.007925013687024385
1993-11-05,25.905589630354697,26.10036849975586,25.799346610681333,26.10036849975586,363200.0,5,4,44,11,1993,0.004772188975247005,0.004760838179210369,0.3010218890745264,0.19477886940116207,26.000027870064354,25.97640419006348,130400.0,254240.0,1.4285714285714286,-0.010789341777081685,0.007925013687024385,4,44,0.0,0.007695140032318945
1993-11-08,26.1180674480552,26.20660326991301,26.047238790568944,26.13577461242676,367600.0,8,0,45,11,1993,0.0013565368884056461,0.001355617623491443,0.15936447934406672,0.01770716437156139,26.129872224302904,26.10036849975586,363200.0,320480.0,1.1470294558162757,0.004772188975247005,0.007695140032318945,0,45,-0.4444444444444271,0.007844988121614308
1993-11-09,26.31285843432716,26.330565606894,26.135786708658745,26.153493881225582,246900.0,9,1,45,11,1993,0.000677969911417664,0.0006777401936392342,0.1947788982352563,-0.15936455310157882,26.206615398926107,26.13577461242676,367600.0,317440.0,0.7777847782258065,0.0013565368884056461,0.007844988121614308,1,45,-0.9090909090909323,0.006974003527195739
1993-11-10,26.153491535494407,26.34827041625977,26.08266285157973,26.34827041625977,46500.0,10,2,45,11,1993,0.007447438415637775,0.007419843170723912,0.2656075646800389,0.19477888076536232,26.259734561366425,26.153493881225582,246900.0,230920.0,0.20136843928633294,0.000677969911417664,0.006974003527195739,2,45,0.0,0.003905497784729571
1993-11-11,26.3482658818083,26.41909455353359,26.259730042151684,26.277437210083008,88900.0,11,3,45,11,1993,-0.002688343677126115,-0.0026919637624672355,0.15936451138190577,-0.07082867172529106,26.318753935256094,26.34827041625977,46500.0,222620.0,0.3993351900098823,0.007447438415637775,0.003905497784729571,3,45,-0.888888888888884,0.0038968695073457265
1993-11-12,26.330557592278115,26.489922096871595,26.31285042510106,26.401386260986328,108200.0,12,4,45,11,1993,0.004716938334296872,0.004705848440561691,0.17707167177053407,0.07082866870821292,26.401386260986328,26.277437210083008,88900.0,171620.0,0.6304626500407878,-0.002688343677126115,0.0038968695073457265,4,45,-0.5,0.004118912709647215
1993-11-15,26.45451857803652,26.45451857803652,26.312861182705667,26.383689880371094,243300.0,15,0,46,11,1993,-0.0006702822511022166,-0.000670506990681867,0.14165739533085286,-0.07082869766542643,26.383689880371094,26.401386260986328,108200.0,146760.0,1.6578086672117742,0.004716938334296872,0.004118912709647215,0,46,-0.5,0.004212774537689838
1993-11-16,26.43680262772656,26.52533847041821,26.330559616496583,26.507631301879883,492600.0,16,1,46,11,1993,0.004697653060309781,0.004686653522728136,0.1947788539216262,0.07082867415332217,26.45450979626489,26.383689880371094,243300.0,195900.0,2.5145482388973965,-0.0006702822511022166,0.004212774537689838,1,46,-0.09090909090907268,0.004484655752422397
1993-11-17,26.52534470260344,26.52534470260344,26.295151457520763,26.36598014831543,39600.0,17,2,46,11,1993,-0.005343787679527923,-0.005358116783500096,0.23019324508267758,-0.1593645542880111,26.39549210281321,26.507631301879883,492600.0,194520.0,0.20357803824799506,0.004697653060309781,0.004484655752422397,2,46,-0.6923076923077077,0.0044843936869968124
1993-11-18,26.33055746161978,26.383678962887338,26.224314459084663,26.295143127441406,240800.0,18,3,46,11,1993,-0.002686682629492565,-0.0026902982387166986,0.1593645038026743,-0.03541433417837325,26.301045516471135,26.36598014831543,39600.0,224900.0,1.0706980880391286,-0.005343787679527923,0.0044843936869968124,3,46,-0.555555555555563,0.0037119767428479985
1993-11-19,26.20663389342356,26.27746263367605,26.18892670836043,26.242048263549805,106000.0,19,4,46,11,1993,-0.002019189005143418,-0.002021230315586602,0.08853592531561816,0.03541437012624371,26.236145868528762,26.295143127441406,240800.0,224460.0,0.4722444979060857,-0.002686682629492565,0.0037119767428479985,4,46,-0.3999999999999599,0.004263173392037918
1993-11-22,26.171202264023083,26.18890943740876,25.99413053016637,26.082666397094727,165300.0,22,0,47,11,1993,-0.006073529964368607,-0.00609204886897191,0.1947789072423909,-0.08853586692835691,26.088568788223284,26.242048263549805,106000.0,208860.0,0.7914392415972422,-0.002019189005143418,0.004263173392037918,0,47,-0.5454545454545587,0.004565339431754391
1993-11-23,26.224319458007816,26.24202662847237,26.082662094291365,26.22431945800781,89700.0,23,1,47,11,1993,0.005430927143586173,0.0054162328372294715,0.15936453418100527,-7.105427357601002e-15,26.18300272692385,26.082666397094727,165300.0,128280.0,0.6992516370439663,-0.006073529964368607,0.004565339431754391,1,47,-0.11111111111114332,0.004841385580875303
1993-11-24,26.29515206004119,26.348273579354405,26.25973771383238,26.33056640625,77200.0,24,2,47,11,1993,0.004051466365497802,0.004043281275937811,0.08853586552202586,0.03541434620881034,26.3128592331456,26.22431945800781,89700.0,135800.0,0.5684830633284241,0.005430927143586173,0.004841385580875303,2,47,-0.2,0.00464962144173534
1993-11-26,26.40139192919577,26.40139192919577,26.3305632452811,26.34827041625977,1019800.0,26,4,47,11,1993,0.0006723748261474594,0.0006721488834671485,0.07082868391467301,-0.05312151293600209,26.36007519691221,26.33056640625,77200.0,291600.0,3.4972565157750344,0.004051466365497802,0.00464962144173534,4,47,-0.7499999999999624,0.004987520050631691
1993-11-29,26.419120114181045,26.47224166937041,26.242048263549805,26.242048263549805,517500.0,29,0,48,11,1993,-0.004031465862154415,-0.004039614127662592,0.23019340582060366,-0.17707185063123987,26.318779398823338,26.34827041625977,1019800.0,373900.0,1.3840599090665953,0.0006723748261474594,0.004987520050631691,0,48,-1.0,0.0036683811327222694
1993-11-30,26.22431505039907,26.38367955779515,26.206607882910617,26.259729385375977,230000.0,30,1,48,11,1993,0.0006737706465822502,0.0006735437650451789,0.1770716748845338,0.03541433497690605,26.283338942027246,26.242048263549805,517500.0,386840.0,0.5945610588356943,-0.004031465862154415,0.0036683811327222694,1,48,-0.7000000000000061,0.0029119536570035415
1993-12-01,26.40138612997653,26.41909329706571,26.29514312744141,26.295143127441406,379200.0,1,2,48,12,1993,0.0013485950881562125,0.0013476865505414907,0.12395016962430105,-0.10624300253512331,26.336459850649508,26.259729385375977,230000.0,444740.0,0.8526329990556281,0.0006737706465822502,0.0029119536570035415,2,48,-1.0000000000000286,0.002542945713969052
1993-12-02,26.34827297561676,26.383687321014097,26.295151457520763,26.36598014831543,352000.0,2,3,48,12,1993,0.0026939203384710453,0.002690298238716572,0.08853586349333398,0.01770717269867106,26.348272975616766,26.295143127441406,379200.0,499700.0,0.7044226535921553,0.0013485950881562125,0.002542945713969052,3,48,-0.20000000000000803,0.003064952344016724
1993-12-03,26.34827686934965,26.472227096557617,26.34827686934965,26.472227096557617,306000.0,3,4,48,12,1993,0.004029698408499094,0.00402160092020178,0.12395022720796689,0.12395022720796689,26.43091035415496,26.36598014831543,352000.0,356940.0,0.8572869389813415,0.0026939203384710453,0.003064952344016724,4,48,0.0,0.0013890519783729355
1993-12-06,26.50763897705078,26.596174845377604,26.50763897705078,26.560760498046875,99500.0,6,0,49,12,1993,0.0033443881078207838,0.0033388080796383384,0.08853586832682225,0.05312152099609335,26.554858106825083,26.472227096557617,306000.0,273340.0,0.36401551181678493,0.004029698408499094,0.0013890519783729355,0,49,-0.4,0.0018594393875300225
1993-12-07,26.56076748105508,26.57847465937578,26.507645946092968,26.54306030273437,88800.0,7,1,49,12,1993,-0.0006664039350005035,-0.0006666260808008353,0.07082871328281115,-0.017707178320709005,26.543060302734375,26.560760498046875,99500.0,245100.0,0.3623011015911873,0.0033443881078207838,0.0018594393875300225,1,49,-0.5000000000000251,0.002088460831660641
1993-12-08,26.54306030273437,26.54306030273437,26.507645946092968,26.54306030273437,146700.0,8,2,49,12,1993,0.0,0.0,0.0354143566414038,0.0,26.531255517187237,26.54306030273437,88800.0,198600.0,0.7386706948640483,-0.0006664039350005035,0.002088460831660641,2,49,0.0,0.003030001010518842
1993-12-09,26.543045577594395,26.578459914589185,26.419095398112635,26.454509735107425,416500.0,9,3,49,12,1993,-0.003336109951791233,-0.00334168717420253,0.15936451647655048,-0.08853584248696933,26.484021682603082,26.54306030273437,146700.0,211500.0,1.9692671394799055,0.0,0.003030001010518842,3,49,-0.7777777777777679,0.0025184017036215846
1993-12-10,26.47221492969454,26.47221492969454,26.34826475945517,26.401386260986328,412900.0,10,4,49,12,1993,-0.00200810654414052,-0.0020101254933830724,0.12395017023937172,-0.07082866870821292,26.407288650045345,26.454509735107425,416500.0,232880.0,1.7730161456544142,-0.003336109951791233,0.0025184017036215846,4,49,-0.5714285714285755,0.0036071613028559055
1993-12-13,26.40139593505859,26.560760498046875,26.365981587727862,26.560760498046875,273200.0,13,0,50,12,1993,0.0060365859385216325,0.006018438748386386,0.1947789103190125,0.1593645629882836,26.495834194607202,26.401386260986328,412900.0,267620.0,1.0208504596069052,-0.00200810654414052,0.0036071613028559055,0,50,0.0,0.004913258584488551
1993-12-14,26.57846622069944,26.57846622069944,26.36598014831543,26.36598014831543,41900.0,14,1,50,12,1993,-0.007333387526526902,-0.007360408999840181,0.21248607238401007,-0.21248607238401007,26.4368088391101,26.560760498046875,273200.0,258240.0,0.16225216852540272,0.0060365859385216325,0.004913258584488551,1,50,-1.0,0.004858902204373478
