open,high,low,close,volume,vwap,timestamp,pre_market,market,after_market,date,time,time_diff,otc
567.42,567.42,567.12,567.2,79630.0,541.1214770807238,2025-05-02 12:29:00-04:00,0,1,0,2025-05-02,12:29:00,1.0,
567.2,567.51,567.15,567.355,70711.0,541.1241510402649,2025-05-02 12:30:00-04:00,0,1,0,2025-05-02,12:30:00,1.0,
567.35,567.61,567.18,567.57,67552.0,541.1267259657978,2025-05-02 12:31:00-04:00,0,1,0,2025-05-02,12:31:00,1.0,
567.57,567.65,567.23,567.43,62616.0,541.1290996606357,2025-05-02 12:32:00-04:00,0,1,0,2025-05-02,12:32:00,1.0,
567.4151,567.54,567.35,567.42,46951.0,541.1308785571094,2025-05-02 12:33:00-04:00,0,1,0,2025-05-02,12:33:00,1.0,
567.46,567.5598,567.41,567.47,36556.0,541.1322660713315,2025-05-02 12:34:00-04:00,0,1,0,2025-05-02,12:34:00,1.0,
567.45,567.53,567.23,567.3701,102107.0,541.1361261582822,2025-05-02 12:35:00-04:00,0,1,0,2025-05-02,12:35:00,1.0,
567.39,567.6,567.39,567.5404,203067.0,541.1438494088242,2025-05-02 12:36:00-04:00,0,1,0,2025-05-02,12:36:00,1.0,
567.6,568.02,567.6,567.955,198493.0,541.1515128360589,2025-05-02 12:37:00-04:00,0,1,0,2025-05-02,12:37:00,1.0,
567.94,568.0796,567.9,567.96,189199.0,541.1588147250817,2025-05-02 12:38:00-04:00,0,1,0,2025-05-02,12:38:00,1.0,
567.97,568.04,567.91,567.9199,37674.0,541.1602660544593,2025-05-02 12:39:00-04:00,0,1,0,2025-05-02,12:39:00,1.0,
567.91,567.99,567.59,567.5901,87553.0,541.163596721844,2025-05-02 12:40:00-04:00,0,1,0,2025-05-02,12:40:00,1.0,
567.54,567.77,567.4233,567.67,47968.0,541.1654266676428,2025-05-02 12:41:00-04:00,0,1,0,2025-05-02,12:41:00,1.0,
567.65,567.9299,567.5389,567.77,42049.0,541.1670366514286,2025-05-02 12:42:00-04:00,0,1,0,2025-05-02,12:42:00,1.0,
567.74,567.93,567.73,567.93,72027.0,541.1698105721296,2025-05-02 12:43:00-04:00,0,1,0,2025-05-02,12:43:00,1.0,
567.929,568.01,567.8,567.8753,98499.0,541.1735953058177,2025-05-02 12:44:00-04:00,0,1,0,2025-05-02,12:44:00,1.0,
567.8398,567.88,567.62,567.77,76943.0,541.1765393677003,2025-05-02 12:45:00-04:00,0,1,0,2025-05-02,12:45:00,1.0,
567.8,567.89,567.64,567.8413,45622.0,541.1782893690854,2025-05-02 12:46:00-04:00,0,1,0,2025-05-02,12:46:00,1.0,
567.85,567.875,567.71,567.7988,44037.0,541.1799756618567,2025-05-02 12:47:00-04:00,0,1,0,2025-05-02,12:47:00,1.0,
567.7927,567.87,567.73,567.87,34465.0,541.1812987981848,2025-05-02 12:48:00-04:00,0,1,0,2025-05-02,12:48:00,1.0,
567.85,567.85,567.65,567.67,47378.0,541.1831038311327,2025-05-02 12:49:00-04:00,0,1,0,2025-05-02,12:49:00,1.0,
