Date,Open,High,Low,Close,Volume,Day,Weekday,Week,Month,Year
2001-03-21,73.51350528475179,74.20885228162145,72.04555378831559,72.27733612060547,19004600,21,2,12,3,2001
2001-03-22,72.1228087473095,72.4962363708394,69.56033348151351,71.5433578491211,28624800,22,3,12,3,2001
2001-03-23,72.91473363797151,73.82254857352356,71.7880158996364,73.70665740966797,12861700,23,4,12,3,2001
2001-03-26,74.49211980040008,74.85910758495491,73.89334974011602,74.64664459228516,9943800,26,0,13,3,2001
2001-03-27,74.44061636443021,76.39144642286487,74.22170869888956,76.17253875732422,12880700,27,1,13,3,2001
2001-03-28,75.26470123853856,75.29689020755782,73.97702458745013,74.0671615600586,10953300,28,2,13,3,2001
2001-03-29,73.84828850049865,75.00719999312905,72.20006318840112,74.3504867553711,12060300,29,3,13,3,2001
2001-03-30,74.39553354513116,75.12950897216797,73.7195012197616,75.12950897216797,9183600,30,4,13,3,2001
2001-04-02,74.87846327492365,75.57380552809754,73.26886608425117,73.52639770507812,10561000,2,0,14,4,2001
2001-04-03,73.38470870090073,73.49416005851012,70.86085824341158,71.07332611083984,12836000,3,1,14,4,2001
2001-04-04,71.18920998600835,72.17428192847305,70.37153739892041,71.3694839477539,14884300,4,2,14,4,2001
2001-04-05,72.94689873439233,74.35690160709909,72.43182600683801,74.07361602783203,21522800,5,3,14,4,2001
2001-04-06,73.39116763838945,73.65514384737389,72.1485588253901,72.9469223022461,14937800,6,4,14,4,2001
2001-04-09,73.39759255835662,74.03499132887065,72.61210876434025,73.75814056396484,9034300,9,0,15,4,2001
2001-04-10,74.33118084506508,75.8120119174215,74.15090678312946,75.10379028320312,17873600,10,1,15,4,2001
2001-04-11,76.47516276107555,76.610368303505,74.77542892467739,75.1552963256836,12722300,11,2,15,4,2001
2001-04-12,74.87845478266729,76.57818883027592,74.65954703527059,76.5202407836914,9233200,12,3,15,4,2001
2001-04-16,76.15962010129088,76.54592203295668,75.27112516725,75.71537017822266,7350000,16,0,16,4,2001
2001-04-17,75.52869168482775,77.04171606590184,75.34197793328886,76.7841796875,10924700,17,1,16,4,2001
2001-04-18,77.94308884605209,81.12365267353674,77.70487173988049,79.83597564697266,32481600,18,2,16,4,2001
2001-04-19,79.99694047013949,81.02064141492804,79.56556981713169,80.8983154296875,13809900,19,3,16,4,2001
2001-04-20,80.41543434673628,80.73735361560864,79.61707593532032,80.15789794921875,7626700,20,4,16,4,2001
2001-04-23,79.61061906636911,79.7651389068343,78.49034162682649,78.70280456542969,8451800,23,0,17,4,2001
2001-04-24,78.88309797074469,79.61063868508214,77.96884839721982,78.27789306640625,10044700,24,1,17,4,2001
2001-04-25,78.17484998379126,79.62348624730684,77.87224517836586,79.30156707763672,8249000,25,2,17,4,2001
2001-04-26,79.6621480740473,80.62146616370424,79.51406304228087,79.65570831298828,10590400,26,3,17,4,2001
2001-04-27,80.42830835639606,81.0206386278005,79.96474382674104,80.98200988769531,7938700,27,4,17,4,2001
2001-04-30,81.41336596459912,81.94131327070232,80.26733436687,81.54857635498047,10766900,30,0,18,4,2001
2001-05-01,80.52488023790576,81.86406548415978,80.22227535982839,81.7996826171875,10578000,1,1,18,5,2001
2001-05-02,82.03144799812969,82.21172195341772,81.1236335505904,81.65158081054688,9572900,2,2,18,5,2001
2001-05-03,81.20736638420787,81.22024590786093,79.97763712868888,80.61503601074219,9926200,3,3,18,5,2001
2001-05-04,79.6106285244028,81.99282892030237,79.4754230339207,81.98638916015625,12145300,4,4,18,5,2001
2001-05-07,81.67738001500229,82.01217398645049,81.2717633917305,81.2781982421875,7185200,7,0,19,5,2001
2001-05-08,81.67736580668176,81.83188569646273,80.84037365551224,81.23955535888672,6952600,8,1,19,5,2001
2001-05-09,80.64077902523117,81.47777111168968,80.51844812789227,80.8983154296875,9507400,9,2,19,5,2001
2001-05-10,81.93489131552619,82.08941118472174,80.97556838536275,81.13652801513672,6872400,10,3,19,5,2001
2001-05-11,81.12366257751853,81.43914211215458,80.09352181292215,80.57640075683594,7734400,11,4,19,5,2001
2001-05-14,80.41542360858728,80.76309696199519,80.13213311793692,80.73734283447266,7914000,14,0,20,5,2001
2001-05-15,80.83394325556621,81.44558799901965,80.3832532600909,81.11079406738281,9782200,15,1,20,5,2001
2001-05-16,80.37681765367756,83.1839546635157,80.23517727165024,83.02299499511719,14909000,16,2,20,5,2001
2001-05-17,83.05519204099635,83.75053901373181,82.77190144200794,83.15176391601562,11824600,17,3,20,5,2001
2001-05-18,83.11312285411206,83.53162384033203,82.47572892500689,83.53162384033203,6683100,18,4,20,5,2001
2001-05-21,83.59596855672648,84.88364524980308,83.15171852574409,84.76131439208984,11531500,21,0,21,5,2001
2001-05-22,84.8772180989373,85.0446125475054,84.38790444791138,84.65187072753906,8342700,22,1,21,5,2001
2001-05-23,84.37502900860768,84.37502900860768,83.21611785888672,83.21611785888672,12330800,23,2,21,5,2001
2001-05-24,83.35776839798879,83.69900200484213,82.76543817808876,83.46078491210938,7902800,24,3,21,5,2001
2001-05-25,83.47367289454422,83.50586679028396,82.346960225136,82.4757308959961,7425000,25,4,21,5,2001
2001-05-29,82.55297576346716,82.63667791475227,81.70310911413652,81.81900024414062,9003900,29,1,22,5,2001
2001-05-30,81.50349022183133,81.82540938045221,80.47978965522321,80.67294311523438,10041800,30,2,22,5,2001
2001-05-31,80.75665211036254,81.61295837613072,80.64720075936586,81.09144592285156,9874200,31,3,22,5,2001
2001-06-01,81.25243509777434,81.83189086114781,80.55709309382522,81.59367370605469,8848300,1,4,22,6,2001
2001-06-04,81.6387207058296,82.04433717727586,81.17515621726373,81.98638916015625,5623500,4,0,23,6,2001
2001-06-05,82.08297502312845,83.20325272008714,81.94132975678113,82.92640686035156,9115400,5,1,23,6,2001
2001-06-06,82.94570141400908,82.94570141400908,81.99925818962282,82.23748016357422,12064900,6,2,23,6,2001
2001-06-07,81.79966268919964,82.6366544922254,81.76746880750761,82.53363800048828,7355300,7,3,23,6,2001
2001-06-08,82.21818688418166,82.32764317888278,81.21380024458516,81.76750183105469,8170600,8,4,23,6,2001
2001-06-11,81.58076827020308,81.76104224774869,80.74378124415598,81.18802642822266,7012200,11,0,24,6,2001
2001-06-12,80.38965092268882,81.60006516423219,79.8617037106001,81.0463638305664,9364400,12,1,24,6,2001
2001-06-13,81.23309155565131,81.49706766332856,80.25445932721013,80.35103607177734,7629400,13,2,24,6,2001
2001-06-14,79.95182331284884,80.02908566079702,78.38729637958964,78.54825592041016,12603000,14,3,24,6,2001
2001-06-15,78.06794701874998,79.02999375403813,77.73865400291355,78.67487335205078,16821100,15,4,24,6,2001
2001-06-18,78.5457256018267,79.05580529239705,78.06793136899051,78.29391479492188,11368300,18,0,25,6,2001
2001-06-19,79.01702046750052,79.3463132452536,78.05497442778531,78.63607788085938,7732300,19,1,25,6,2001
2001-06-20,78.24870271663814,79.32696979830035,78.19058988936247,79.04933166503906,8787200,20,2,25,6,2001
2001-06-21,78.91373750997742,80.2631845788519,78.86854083604545,79.94680786132812,12259100,21,3,25,6,2001
2001-06-22,79.73373902193191,79.7983049979307,78.87500218161841,79.32051086425781,12212000,22,4,25,6,2001
2001-06-25,79.59811632341038,79.70142578345956,78.44882567372719,78.59087371826172,8406800,25,0,26,6,2001
2001-06-26,78.06143874347829,79.02348486012505,77.84836663930137,78.48112487792969,8005800,26,1,26,6,2001
2001-06-27,78.5134437120713,78.92667197428725,78.06793491672347,78.43596649169922,10105100,27,2,26,6,2001
2001-06-28,78.7716941034431,80.02429474995446,78.72649742681992,78.86854553222656,10269300,28,3,26,6,2001
2001-06-29,79.28825557150529,80.06951545967091,78.9395932788738,79.15911865234375,9824200,29,4,26,6,2001
2001-07-02,79.28826594785357,80.26968203156896,79.17204516843341,80.14700317382812,8522200,2,0,27,7,2001
2001-07-03,80.0501320411611,80.12760925292969,79.44965901961011,80.12760925292969,3303100,3,1,27,7,2001
2001-07-05,79.46256682020949,79.83705641450794,78.55217513869763,78.5650863647461,5517900,5,3,27,7,2001
2001-07-06,78.32618374058909,78.44240447474375,76.86697387695312,76.86697387695312,11665900,6,4,27,7,2001
2001-07-09,77.15107681415681,77.8290320200279,76.96383199609653,77.28666687011719,8339300,9,0,28,7,2001
2001-07-10,77.66760406970886,77.89358746571972,76.32460999331784,76.35689544677734,8630700,10,1,28,7,2001
2001-07-11,76.25359284445038,76.76367251369412,75.60146504882624,76.43437957763672,15328600,11,2,28,7,2001
2001-07-12,77.15748967428611,78.42945912068555,77.0348109177096,78.24867248535156,12002800,12,3,28,7,2001
2001-07-13,78.0227125703082,78.97830575154461,77.88066939534828,78.92665100097656,10433800,13,4,28,7,2001
2001-07-16,78.62321307025874,78.9525060630201,77.66762447998838,77.93880462646484,6915300,16,0,29,7,2001
2001-07-17,77.60946794693974,78.73938951395631,77.37057339688204,78.66836547851562,7469800,17,1,29,7,2001
2001-07-18,77.84195294575876,78.53927754277888,77.51911803151648,78.13250732421875,7709300,18,2,29,7,2001
2001-07-19,78.8879262236032,79.40446396765373,77.97107640767908,78.81690216064453,10082900,19,3,29,7,2001
2001-07-20,78.22285380479474,78.73293325458945,78.07434766581474,78.34552764892578,6705800,20,4,29,7,2001
2001-07-23,78.64255321180241,78.69420303202467,76.8023910522461,76.8023910522461,8065200,23,0,30,7,2001
2001-07-24,76.83468469034439,76.9638166437664,75.38192804703955,76.05988311767578,12269000,24,1,30,7,2001
2001-07-25,76.13735591216786,77.14460380961543,75.84034849563459,76.89924621582031,12088500,25,2,30,7,2001
2001-07-26,76.87344522566715,78.02919476501991,76.5506103239285,77.70635986328125,12898200,26,3,30,7,2001
2001-07-27,78.01623493324304,78.35198085441492,77.42222026636465,78.0033187866211,8478800,27,4,30,7,2001
2001-07-30,78.24871269412822,78.35201728480315,77.67406705393013,78.02918243408203,8547700,30,0,31,7,2001
2001-07-31,78.12600641523007,79.2107313294429,77.99687449075573,78.35198974609375,11918100,31,1,31,7,2001
2001-08-01,78.75230381439933,79.22363975555704,78.4811238269332,78.84269714355469,11940800,1,2,31,8,2001
2001-08-02,79.5658518222894,79.57876304436051,78.70065216150978,79.16553497314453,11070100,2,3,31,8,2001
2001-08-03,79.00413599383819,79.00413599383819,78.06145892906872,78.73295593261719,10816300,3,4,31,8,2001
2001-08-06,78.35201484600147,78.45532435952965,77.54492774432022,77.67406463623047,8550100,6,0,32,8,2001
2001-08-07,77.65468896902028,78.25516195858765,77.42225242002617,77.97752380371094,8865100,7,1,32,8,2001
2001-08-08,77.557867669573,78.2293649351273,76.46668399728848,76.53125,15183800,8,2,32,8,2001
2001-08-09,76.64098142055755,76.81531497541158,76.09862130782997,76.7572021484375,14118500,9,3,32,8,2001
2001-08-10,76.7055729505623,77.37706519659196,75.76289072310428,77.0219497680664,11173300,10,4,32,8,2001
2001-08-13,77.2220693212047,77.38348669224655,76.7119898375844,77.0412826538086,7431600,13,0,33,8,2001
2001-08-14,77.57074463514991,77.70633465877235,76.70554974363482,77.0090103149414,13178100,14,1,33,8,2001
2001-08-15,76.98319538918145,77.22854808551286,76.24067429824797,76.34397888183594,8520600,15,2,33,8,2001
2001-08-16,76.05990812984095,76.67329249940826,75.54337029415382,76.60872650146484,10734700,16,3,33,8,2001
2001-08-17,75.96304650489357,76.10509463700285,74.90414851689432,75.38194274902344,11604600,17,4,33,8,2001
2001-08-20,75.4142076528918,76.12444319379732,75.25279026059201,76.0792465209961,10417400,20,0,34,8,2001
2001-08-21,76.05989178226105,76.53768597563374,74.76855239666116,74.78146362304688,14480800,21,1,34,8,2001
2001-08-22,75.38195335520271,75.82100904073833,74.75565282609321,75.55628204345703,11752300,22,2,34,8,2001
2001-08-23,75.51749846452172,75.8790717810596,75.21403303411302,75.2850570678711,8744100,23,3,34,8,2001
2001-08-24,75.67894230437129,76.91862690284476,75.37547676779243,76.84760284423828,11687700,24,4,34,8,2001
2001-08-27,76.81532742441213,76.96382870150596,76.35690251405491,76.3891830444336,7425100,27,0,35,8,2001
2001-08-28,76.3697610409575,76.5053509975479,75.27212524414062,75.27212524414062,12046600,28,1,35,8,2001
2001-08-29,75.62728221104783,75.65956766307016,74.36177032365228,74.60066986083984,16180000,29,2,35,8,2001
2001-08-30,74.1551713127319,74.72981700785115,72.34084085461846,73.16729736328125,17692600,30,3,35,8,2001
2001-08-31,73.21892625450975,74.10349036478006,73.04459272146119,73.70317840576172,15985400,31,4,35,8,2001
2001-09-04,73.50951078868685,75.0074646304271,73.19959202202058,73.23187255859375,24473400,4,1,36,9,2001
2001-09-05,73.41266632080078,73.72904812142113,72.28274398562355,73.41266632080078,21477100,5,2,36,9,2001
2001-09-06,72.73469039749138,73.15437667447591,71.52082824707031,71.52082824707031,21653000,6,3,36,9,2001
2001-09-07,71.03659533453407,71.83077142426872,70.139114629476,70.19722747802734,33133900,7,4,36,9,2001
2001-09-10,69.53865607699846,71.24968253877425,69.53865607699846,71.05598449707031,23408700,10,0,37,9,2001
2001-09-17,65.21263385271246,68.69925090529888,64.56696421060639,67.34334564208984,32388700,17,0,38,9,2001
2001-09-18,67.36270195997781,67.98900218028116,66.73640173967445,67.18191528320312,22029200,18,1,38,9,2001
2001-09-19,67.21419444852454,67.47246323559675,63.63718480165285,65.82600402832031,42771800,19,2,38,9,2001
2001-09-20,64.82521075878395,65.73560207950749,63.637176464327155,63.73402786254883,36210900,20,3,38,9,2001
2001-09-21,61.10217733515842,64.15469327739535,60.79109561640632,63.04645538330078,49782100,21,4,38,9,2001
2001-09-24,64.62780375727381,65.56105881196666,64.20006020902132,65.26293182373047,25549600,24,0,39,9,2001
2001-09-25,65.29530516303434,66.10542061170723,64.74442764684724,65.94339752197266,25466200,25,1,39,9,2001
2001-09-26,66.33223566755032,66.36464225536413,65.08789983049657,65.71006774902344,18587500,26,2,39,9,2001
2001-09-27,65.61938887555613,66.29340590772327,64.80927296351223,66.28044128417969,20536800,27,3,39,9,2001
2001-09-28,66.74054580428415,71.04387818881754,66.42945933132494,67.68675994873047,21687200,28,4,39,9,2001
2001-10-01,67.33681567598227,67.6090133552044,66.64335685821901,67.57660675048828,20457400,1,0,40,10,2001
2001-10-02,67.40157336929464,68.4255599975586,67.17474214013488,68.4255599975586,19833100,2,1,40,10,2001
2001-10-03,67.79046172054873,69.9162039283403,67.62843862611886,69.57271575927734,32045800,3,2,40,10,2001
2001-10-04,70.18191228992353,70.62261522991331,69.18384960393047,69.63103485107422,32674100,4,3,40,10,2001
2001-10-05,69.50790138223451,69.74769732088792,68.38669949202774,69.49494171142578,29796100,5,4,40,10,2001
2001-10-08,68.87278485592972,69.54032425582542,68.61355182265144,69.04129028320312,12970300,8,0,41,10,2001
2001-10-09,69.09316678368906,69.18389937090615,68.43859173771838,68.67190551757812,15976300,9,1,41,10,2001
2001-10-10,68.56817207613032,70.35042602481039,68.3867020661136,70.20136260986328,19987400,10,2,41,10,2001
2001-10-11,70.60965460579186,71.48458317261168,70.60965460579186,71.29015350341797,23006300,11,3,41,10,2001
2001-10-12,70.73927129759213,71.2188581863969,69.54030160330444,70.96610260009766,31360500,12,4,41,10,2001
2001-10-15,70.40225365669035,70.93368906102667,70.03284130178035,70.83647918701172,16873000,15,0,42,10,2001
2001-10-16,71.16055719576472,71.68551052904988,70.60967462504694,71.28369140625,15877100,16,1,42,10,2001
2001-10-17,71.98363366825278,72.0354822548671,69.76715850830078,69.76715850830078,28542300,17,2,42,10,2001
2001-10-18,69.87731807212518,70.09767204573876,69.18385944456132,69.61808013916016,16510000,18,3,42,10,2001
2001-10-19,69.34588441598602,69.93565085309592,68.7042743465184,69.57271575927734,21912500,19,4,42,10,2001
2001-10-22,69.54031879387904,71.0114864148504,69.48198790478573,70.9466781616211,17540600,22,0,43,10,2001
2001-10-23,71.2642496412587,71.4716390403761,70.24026231987442,70.58375549316406,22062500,23,1,43,10,2001
2001-10-24,70.62911904195221,70.93371834720978,70.1365673838636,70.39580535888672,16065200,24,2,43,10,2001
2001-10-25,69.63752634950613,71.67901839687251,69.1773813392005,71.65957641601562,27467900,25,3,43,10,2001
2001-10-26,71.25773219296676,72.45022435826006,71.07626717629297,71.49752807617188,18623300,26,4,43,10,2001
2001-10-29,71.39385442603658,71.64661004264138,69.63751983642578,69.63751983642578,18727500,29,0,44,10,2001
2001-10-30,69.57271736872295,69.79954871726164,68.41263139242216,68.8014907836914,26178600,30,1,44,10,2001
2001-10-31,69.2810691949744,69.90323722162651,68.56816864013672,68.56816864013672,28124200,31,2,44,10,2001
2001-11-01,69.08664979273502,70.64855487140892,68.50336563587437,70.32450866699219,29806800,1,3,44,11,2001
2001-11-02,70.27915430814028,70.88835791340503,69.90974177027364,70.80410766601562,17575900,2,4,44,11,2001
2001-11-05,71.36794291541403,71.99658844325823,71.25776344021797,71.73087310791016,15929500,5,0,45,11,2001
2001-11-06,71.51698976072032,72.8974296293272,71.19294358605049,72.8455810546875,23245800,6,1,45,11,2001
2001-11-07,72.4372959951362,73.3122248190843,72.35304575082006,72.74838256835938,19716000,7,2,45,11,2001
2001-11-08,73.1501921876404,73.93438341136857,72.52154175803076,72.97520446777344,22563500,8,3,45,11,2001
2001-11-09,72.7483970792523,73.20854224916876,72.2234436358153,73.0530014038086,15895800,9,4,45,11,2001
2001-11-12,71.9382321406244,73.00758522892224,71.29013995917732,72.60576629638672,26068800,12,0,46,11,2001
2001-11-13,73.51959267069776,74.23897552490234,73.35108728690206,74.23897552490234,15296200,13,1,46,11,2001
2001-11-14,74.6408034229626,74.78986685636058,73.69458907552492,74.3102798461914,17571300,14,2,46,11,2001
2001-11-15,74.1223571826929,74.64731064001009,73.8371948381974,74.44640350341797,19470200,15,3,46,11,2001
2001-11-16,74.58244899745762,74.5954086654094,73.49365394112426,74.1158218383789,18134900,16,4,46,11,2001
2001-11-19,74.47876275514179,75.08148876623665,74.17415859599524,75.0296401977539,13625400,19,0,47,11,2001
2001-11-20,74.77039040264408,75.0490702147775,74.29728097477089,74.4009780883789,16209700,20,1,47,11,2001
2001-11-21,74.20654615291932,74.31672062427086,73.56493635231578,73.9084243774414,11470200,21,2,47,11,2001
2001-11-23,73.90844255662525,75.0166797373689,73.88251827265707,74.9713134765625,6717100,23,4,47,11,2001
2001-11-26,75.01668973648678,75.39906185074341,74.57598673938882,75.13334655761719,13726000,26,0,48,11,2001
2001-11-27,74.93242713368701,75.76198441601208,73.94084184558918,74.80928802490234,19261400,27,1,48,11,2001
2001-11-28,74.36211080815185,74.64079070126974,73.39645464367213,73.45478057861328,20195500,28,2,48,11,2001
2001-11-29,73.66221200060983,74.4788051687578,73.23446848386659,74.44640350341797,16354700,29,3,48,11,2001
2001-11-30,74.1417941889096,74.47232279831482,73.89551583719216,73.91496276855469,13680300,30,4,48,11,2001
2001-12-03,73.65570061150548,73.93438053509239,73.24092188029044,73.47423553466797,15220400,3,0,49,12,2001
2001-12-04,73.8306484487362,74.7250186822168,73.46123616150948,74.71853637695312,17239900,4,1,49,12,2001
2001-12-05,74.92592082448932,76.47486039800354,74.89351424480583,76.08600616455078,25204000,5,2,49,12,2001
2001-12-06,76.04717254638672,76.43603200698826,75.781457189166,76.04717254638672,17972900,6,3,49,12,2001
2001-12-07,75.76200285279731,75.88513704699542,74.98428900294627,75.5416488647461,18857800,7,4,49,12,2001
2001-12-10,75.08151141619302,75.43148194220022,74.1093727143574,74.12881469726562,13862700,10,0,50,12,2001
2001-12-11,74.46580554848778,74.99724103163567,73.81771325467074,73.979736328125,20833300,11,1,50,12,2001
2001-12-12,74.2390136601153,74.3880721979036,73.30575867914551,74.06402587890625,16171500,12,2,50,12,2001
2001-12-13,73.52609232220517,73.68811544759086,72.61228446619764,72.625244140625,19026700,13,3,50,12,2001
2001-12-14,72.80019378760228,73.55197812480456,72.58632218732245,73.31866455078125,16721900,14,4,50,12,2001
2001-12-17,73.22796090242116,74.11584929484219,73.16963495820474,74.07696533203125,13925900,17,0,51,12,2001
2001-12-18,74.29083337189428,74.62784420399493,74.10288597409831,74.51766967773438,13663700,18,1,51,12,2001
2001-12-19,73.94087281218506,75.1268833037214,73.88254685910303,75.04263305664062,20143400,19,2,51,12,2001
2001-12-20,74.85470315733156,75.04913293556207,74.23901710052603,74.30382537841797,14867900,20,3,51,12,2001
2001-12-21,74.80649011266853,74.83250357110241,74.26672201367535,74.75446319580078,14037700,21,4,51,12,2001
2001-12-24,74.67643559105045,74.81300254093932,74.53336403548293,74.61140441894531,5728800,24,0,52,12,2001
2001-12-26,74.55937514784402,75.57387529309399,74.55937514784402,75.02110290527344,10304800,26,2,52,12,2001
2001-12-27,74.9820548098001,75.489304676867,74.94953675716937,75.4762954711914,9407300,27,3,52,12,2001
2001-12-28,75.62588018828257,75.92502745266619,75.38525947143629,75.43728637695312,10593800,28,4,52,12,2001
2001-12-31,75.53484273744736,75.69091850721922,74.28622665615391,74.33174896240234,14619500,31,0,1,12,2001
2002-01-02,74.85854936042881,75.27475495200738,74.0131289616562,75.13168334960938,18651900,2,2,1,1,2002
2002-01-03,75.20970212951245,76.05511732359521,75.13816634888599,75.98358154296875,15743000,3,3,1,1,2002
2002-01-04,76.19816656625846,76.72493033854145,75.79497042434505,76.49081420898438,20140700,4,4,1,1,2002
2002-01-07,76.54283211037537,76.73142592485802,75.80146605982091,75.95104217529297,13106500,7,0,2,1,2002
2002-01-08,75.95104887370209,76.12663349629409,75.41778544010505,75.77545928955078,12683700,8,1,2,1,2002
2002-01-09,75.87951105373024,76.59486369478141,75.00807768398636,75.15765380859375,16610300,9,2,2,1,2002
2002-01-10,75.23569386651255,75.66490346477146,74.98206888536885,75.48931884765625,12823400,10,3,2,1,2002
2002-01-11,75.57386144997558,75.61938375683268,74.59187458884759,74.74795532226562,13708400,11,4,2,1,2002
2002-01-14,74.55937788680255,74.68293562598073,74.11065436227636,74.27973937988281,12301100,14,0,3,1,2002
2002-01-15,74.49434475718249,75.04061254524463,74.07163470505233,74.88453674316406,20219900,15,1,3,1,2002
2002-01-16,74.33174058379441,74.39677173373917,73.2847226965402,73.3692626953125,17067000,16,2,3,1,2002
2002-01-17,73.98058963187458,74.29274123417146,73.74647344937179,73.92205810546875,17283400,17,3,3,1,2002
2002-01-18,73.4863588248157,74.03913132808833,73.27175145340215,73.58390808105469,17028000,18,4,3,1,2002
2002-01-22,73.97409470280226,74.09115280936584,72.8490359585212,73.07665252685547,11689300,22,1,4,1,2002
2002-01-23,73.245705552618,73.84400507721341,72.84900905805806,73.63590240478516,12438900,23,2,4,1,2002
2002-01-24,73.90256599754743,74.29926267659684,73.69446322833801,73.8635482788086,12142800,24,3,4,1,2002
2002-01-25,73.56437855232771,74.25371783602296,73.51235163541035,73.8440170288086,12810700,25,4,4,1,2002
2002-01-28,74.07163724079422,74.26023111547963,73.43431983801041,74.04562377929688,10589200,28,0,5,1,2002
2002-01-29,74.03912414899214,74.22121343014958,71.56790467940287,71.71747589111328,27720800,29,1,5,1,2002
2002-01-30,71.78903958152418,73.74000542929433,70.49490029174086,72.75151824951172,34711800,30,2,5,1,2002
2002-01-31,72.93357070902206,73.68144156467979,72.5889010441124,73.60340118408203,19909200,31,3,5,1,2002
2002-02-01,73.54486615277648,73.68143805270297,72.94657148139171,73.25872802734375,15838500,1,4,5,2,2002
2002-02-04,72.98560447014098,72.98560447014098,71.17120638405709,71.43783569335938,24243400,4,0,6,2,2002
2002-02-05,71.14520455115898,71.85405291804771,70.57942280982138,70.9956283569336,33614000,5,1,6,2,2002
2002-02-06,71.30774208013284,71.36626862423823,70.2737284802443,70.68993377685547,29486000,6,2,6,2,2002
2002-02-07,70.70297750512574,71.44434386179593,70.2347450774265,70.24774932861328,23445400,7,3,6,2,2002
2002-02-08,70.64447128801297,72.02315560126061,70.429868816377,71.59394073486328,19277800,8,4,6,2,2002
2002-02-11,71.5678932875252,72.60190223874889,71.4183171380629,72.47183990478516,18792400,11,0,7,2,2002
2002-02-12,72.15969214651652,72.64743340062998,71.55489279295342,72.24423217773438,13942500,12,1,7,2,2002
2002-02-13,72.49781672946726,73.18715568194794,72.41327178970887,73.01156616210938,16781100,13,2,7,2,2002
2002-02-14,73.16767818885064,73.46682550322993,72.56937859853244,72.87503051757812,20453800,14,3,7,2,2002
2002-02-15,72.93357291536947,72.99209948141814,71.99710816610794,72.11416625976562,18366800,15,4,7,2,2002
2002-02-19,71.63292767597859,71.72397230615967,70.63143178242662,70.7289810180664,15988100,19,1,8,2,2002
2002-02-20,70.91754633638759,71.91903686523438,70.11764888000833,71.91903686523438,29242800,20,2,8,2,2002
2002-02-21,71.48985489830315,71.94507804139572,70.40381899866793,70.4298324584961,26288600,21,3,8,2,2002
2002-02-22,70.46235395768554,71.49636802242713,70.15020232567502,71.30126953125,26572900,22,4,8,2,2002
2002-02-25,71.36627578650325,72.71244101317103,71.34026233265955,72.47832489013672,17458700,25,0,9,2,2002
2002-02-26,72.57591690162901,72.86206010109706,71.9060861952033,72.32879638671875,22346500,26,1,9,2,2002
2002-02-27,72.81001947200419,73.39531001469734,71.95809960303808,72.6084213256836,28597900,27,2,9,2,2002
2002-02-28,72.72547547655789,73.32377023805839,72.2052161421292,72.28325653076172,23755400,28,3,9,2,2002
2002-03-01,72.65389768996546,74.03908029682941,72.51733080998376,73.96754455566406,26273600,1,4,9,3,2002
2002-03-04,74.07161785842153,75.43078737546988,73.90903748777599,75.27471160888672,27184600,4,0,10,3,2002
2002-03-05,75.00159029093628,75.69743419493788,74.76747412121986,75.03410339355469,22718900,5,1,10,3,2002
2002-03-06,74.85200964557994,76.18517081185176,74.83250079286879,75.92504119873047,20143200,6,2,10,3,2002
2002-03-07,76.32172034667154,76.41276494627859,75.15764443848589,75.76244354248047,19330800,7,3,10,3,2002
2002-03-08,76.33471776233856,76.67288764053183,75.74943252052994,76.08109283447266,19930100,8,4,10,3,2002
2002-03-11,76.01608656698156,76.67291273022416,75.71693924549477,76.24369812011719,15621800,11,0,11,3,2002
2002-03-12,75.50234479422659,76.2502157060436,75.39829590717653,76.19818878173828,17153600,12,1,11,3,2002
2002-03-13,75.84700522750315,75.9250456044359,75.20318824287791,75.46331787109375,17175300,13,2,11,3,2002
2002-03-14,75.46328383047677,75.71690873915095,75.19664971740211,75.3592300415039,11168100,14,3,11,3,2002
2002-03-15,75.63383824875226,76.27297628066533,75.58818553218703,76.07732391357422,21220100,15,4,11,3,2002
2002-03-18,76.37081739098666,76.67082171667455,75.71863277624591,76.09037780761719,17548900,18,0,12,3,2002
2002-03-19,76.50122875410854,76.78818649399433,76.18817806650272,76.59905242919922,17912000,19,1,12,3,2002
2002-03-20,75.97944528924933,76.03162120981293,75.1250857370414,75.1576919555664,17114500,20,2,12,3,2002
2002-03-21,75.1968766319265,75.58818634609516,74.42729870455986,75.19035339355469,25846800,21,3,12,3,2002
2002-03-22,75.3272945566353,75.6142572710028,74.80554507156198,75.02729034423828,15235400,22,4,12,3,2002
2002-03-25,75.05987240722953,75.2359649164414,73.89246714228825,74.09464263916016,17499600,25,0,13,3,2002
2002-03-26,74.03595488441563,75.01423127281092,74.00334865693173,74.52509307861328,19947600,26,1,13,3,2002
2002-03-27,74.36858399813421,75.00772687938277,74.19249640500917,74.72076416015625,19020300,27,2,13,3,2002
2002-03-28,74.98167273414802,75.50341748766255,74.67514514137397,74.68818664550781,17532900,28,3,13,3,2002
2002-04-01,74.49902385949716,75.06642108516715,74.02292707312331,74.72076416015625,17711000,1,0,14,4,2002
2002-04-02,74.33598635175106,74.9686010932948,74.19902323755531,74.30989837646484,15669500,2,1,14,4,2002
2002-04-03,74.35553384929706,74.48596871971316,73.14899388274841,73.78813171386719,25658500,3,2,14,4,2002
2002-04-04,73.43592995283166,73.95767923229049,73.1946250160921,73.48158264160156,23549000,4,3,14,4,2002
