residuals,y_pred
-0.0010025599354038942,0.007926251739263535
-0.001575270028879033,0.010205098427832127
-0.001548618384448041,0.010008159093558788
0.00040292757872642873,0.0037084175273776054
-0.0003376185675706654,0.009898942895233631
-0.0005490523248547537,0.005239374004304409
0.0011355677335828998,0.011130495928227901
0.002119161131793567,0.009607166983187199
0.0020990868734461054,0.006978856865316629
-0.0032878792129385995,0.012201501987874508
-0.0015553962804512188,0.004376014694571495
-0.0017355527734325433,0.009586557745933533
-0.0008629523079886747,0.011571037583053112
-0.0014261558102102688,0.00954041350632906
-0.0018333518411264129,0.006850685924291611
-0.010732254178985367,0.012202652171254158
0.0004927369545940589,0.011501896195113659
0.0009823266064076736,0.004523520823568106
0.0036652571018805993,0.013517356477677822
-0.0016238468720663722,0.006129772402346134
0.0003298345850761674,0.01396868471056223
-0.005772732690124819,0.013405858539044857
0.0013143190270227256,0.008747445419430733
-8.916617883136541e-05,0.003728246781975031
0.0019657245040352947,0.00804144423455
0.0025570086810972007,0.009768801741302013
-0.0011637799837889663,0.0028125327080488205
-0.00042949022168646024,0.009177968837320805
0.0016083237086124812,0.004465342499315739
0.0016240737664865359,0.0055250138975679874
7.599745947575037e-06,0.004614356905221939
-0.004704185482109918,0.024152982980012894
0.000651971610726435,0.0051056453958153725
0.0018993380891565211,0.005132339894771576
0.00011145005916483007,0.006493736524134874
0.0013824414050084624,0.013375760056078434
-0.0004765517278005676,0.00610970426350832
0.0009820304356314355,0.010016454383730888
-0.0030222119488136495,0.011558917351067066
0.002853755811431986,0.004886866081506014
0.0019137343128948492,0.00521703390404582
-0.0002509740509005704,0.0039148516952991486
0.0015646853625174012,0.009948025457561016
-2.2076856964554437e-05,0.0011871886672452092
0.000489504558493406,0.006663875188678503
0.0014212915751729048,0.005068179685622454
-0.00632656738123979,0.013994964770972729
-0.0005076999056551328,0.007489279378205538
3.34543670920881e-06,0.004636854398995638
-0.0011242639238182636,0.013905027881264687
0.0019509751727998063,0.007411178667098284
0.00801618321923989,0.014846311882138252
0.0020480908315725355,0.018370425328612328
-0.0018532567875690414,0.00274647562764585
0.00027165127417785786,0.006431965623050928
-0.0020557380988913757,0.006826088298112154
-0.000993180663433505,0.0030680098570883274
0.0012103397878277557,0.014464371837675571
0.001890180602951621,0.02241840586066246
0.0007667317864068677,0.003050521481782198
0.00036511378227895713,0.01391525473445654
-0.0010806291589729802,0.010522252880036831
0.002321513412188971,0.012227795086801052
0.0003758652446346606,0.002459155162796378
0.004191121073306214,0.025671102106571198
-0.0010011618713247454,0.007972137071192265
-0.001834446690213959,0.011248940601944923
0.0038012398062391914,0.0034554526209831238
-0.0008188898960555858,0.004506301134824753
-0.00034560559220457674,0.004915575962513685
-0.0010586917774618055,0.00744192861020565
-0.00027623045684328773,0.044101763516664505
-0.0027323074677451514,0.007468941621482372
-0.0005673361186677144,0.0037900388706475496
0.0008880364197785349,0.0036992421373724937
-0.0006977104743990346,0.010813378728926182
-0.0036637069937398084,0.02047758549451828
0.0033887527363523993,0.006170041859149933
0.0005221829463749918,0.011023047380149364
-0.00015682033406994077,0.00312415580265224
0.001312607361198287,0.007037972565740347
0.0014614401741330817,0.00556882843375206
-0.0020937025407642765,0.010784530080854893
-0.0017819060458825198,0.011001143604516983
0.00036238469679344097,0.007006901782006025
0.0027639337753466112,0.004145993385463953
-0.0013057049935719794,0.005584810394793749
-0.0009702868740398196,0.0050021070055663586
0.005351608271283292,0.015145541168749332
0.00104403597997808,0.006794151850044727
-0.0024293235228691206,0.005062952172011137
0.0012149951100432306,0.005332394037395716
0.0006266197316146579,0.002848690375685692
-0.0015404875686062455,0.006237535271793604
0.0006497702902708256,0.004928319249302149
0.00020034427023683972,0.005519137717783451
0.0013546287454127299,0.00334452954120934
0.002466138924186085,0.015377474017441273
0.0026017902371361333,0.01395514514297247
-0.0016479487763746067,0.01652025803923607
-0.00038523537383152893,0.004093256313353777
-0.00027960574285890855,0.008271325379610062
-0.0006646541962043225,0.010092242620885372
0.00021819115738985588,0.01022345945239067
0.0011427326096941724,0.008389231748878956
-0.0001085474311255906,0.004080527927726507
0.00010254503712518737,0.006754162721335888
-0.008715750912886164,0.015483834780752659
0.0013276163202530587,0.011040454730391502
0.0005016975583446888,0.016945695504546165
0.0004595207702500371,0.007704323623329401
0.0005160550407458343,0.007019436918199062
-0.002685441047009629,0.012570923194289207
-0.0007050285104418783,0.004269626922905445
-0.003821126282130497,0.0158554520457983
-0.0012295483308975754,0.005949698854237795
0.00044515616734672886,0.014527506195008755
-0.00260163850954305,0.020089037716388702
-3.7969117293945934e-05,0.01001808326691389
0.0003914580730998221,0.009754558093845844
0.001324239226241474,0.005491883028298616
0.004288014038947959,0.017216449603438377
-0.002655183193041543,0.020086023956537247
-0.0004309725016439338,0.001808748347684741
-0.0008259817552150649,0.008617316372692585
-0.0022489843202314376,0.007376453839242458
-0.0017652837887817087,0.007950520142912865
0.0018951240779770569,0.012322064489126205
-0.005342733823692691,0.016383575275540352
-0.0035386316500234244,0.017694495618343353
-0.002556161674772404,0.011870346032083035
0.003075182645256195,0.016950128600001335
-9.234841588861686e-05,0.004475647117942572
-0.0010892985342878807,0.004572746343910694
0.00048143652063566654,0.008078084327280521
0.004146869334590264,0.008770757354795933
-0.0005493346208740191,0.005612874403595924
-0.004646213727973433,0.01662432588636875
0.0013079089250644712,0.006604951806366444
0.019542896389830783,0.01670006290078163
-0.0031207926184693147,0.012613222002983093
-0.0020554778323929714,0.006362085696309805
7.484857731271301e-05,0.006470789667218924
-0.001167098634782619,0.01152925193309784
0.0022029315898022834,0.005593699403107166
0.00046373892083683733,0.0077507831156253815
0.0027390102900428856,0.00581610482186079
0.0010743469471149077,0.00882500410079956
0.0017127042745139417,0.009868177585303783
-0.0004912790052574454,0.003511557588353753
0.0014337153612095296,0.004171042703092098
0.0063191651564307345,0.00673289829865098
-0.0004318029358359567,0.003862692043185234
-0.0010544473383099894,0.016116535291075706
-0.00029426358868395175,0.015136048197746277
0.0010591093138462866,0.012371400371193886
-0.00015547558628025045,0.015349061228334904
-0.00039961772328659523,0.012114232406020164
0.0036003085348775294,0.009695932269096375
0.009364537946564586,0.01588745042681694
0.0003804527753857997,0.005248693283647299
-0.000720132059598087,0.01144738495349884
-0.002725717538682007,0.006248244550079107
0.0009637150987993112,0.006011009681969881
-0.001837941383961963,0.00839901901781559
-0.0011707876744137535,0.0040895394049584866
0.0023555798520528033,0.004849501419812441
-0.0008826631573750727,0.008373917080461979
-0.0003975818412578717,0.015133739449083805
-0.0016346254715645329,0.008612346835434437
-0.0008247108854603511,0.005366667173802853
-0.0016693110760784566,0.007558498531579971
0.0013219001379373985,0.00870627723634243
-0.00023025370372617773,0.005955305881798267
0.0006398555730776478,0.008155911229550838
-3.227561212147331e-05,0.0074518960900604725
-1.9181801439593568e-05,0.005490689538419247
-0.0006689024393480378,0.005891190841794014
6.877536184960419e-05,0.00239171227440238
0.0004986860350924428,0.007358718663454056
-0.005211414262642224,0.01252314355224371
-0.0030406731010837115,0.0234081894159317
-0.002294704977271732,0.005518419202417135
5.429185483346935e-05,0.015284424647688866
-0.0025092735756816727,0.007071697153151035
0.001238743968656697,0.017543431371450424
0.00014671094548188504,0.01296317670494318
-0.0002632813464874869,0.013642007485032082
0.001830290729728316,0.0049926661886274815
0.0001954010780524859,0.004632905591279268
-0.00020448059370199896,0.005859041586518288
-0.0018592178025062132,0.00703547103330493
-0.004510352017943163,0.021469881758093834
-0.0008535282013145615,0.006941097788512707
0.0006529920920308272,0.011444230563938618
-0.005530667680524222,0.01833118498325348
0.00024664359905574723,0.008729008957743645
-0.004355055236197954,0.0216536745429039
-0.00011399901054240207,0.009505022317171097
-0.0007746821490902337,0.0066197579726576805
0.012238118849968515,0.014967219904065132
-0.0031241475520568515,0.008866393938660622
0.0034132179063893417,0.01275126077234745
0.0015654171102384446,0.006392195355147123
-0.0005507989083952088,0.003525732085108757
0.0011458187211883346,0.0073531800881028175
0.00012137560061744983,0.005669834557920694
0.0016553415056712734,0.014458362944424152
-0.0006454677329028628,0.004711529240012169
-0.0005946189309843281,0.0037910223472863436
-0.000361986632959515,0.003346876008436084
0.0003319612114731805,0.005214947275817394
-0.0021463327840130896,0.010843392461538315
0.0004492562275711263,0.002908537397161126
0.0031627909532218716,0.015799880027770996
-0.0010010635236518614,0.021653231233358383
0.0022453722918951945,0.007424016483128071
-0.0011166443835167695,0.006327702663838863
0.0003452679904200999,0.008925352245569229
-0.005103286526029791,0.01139828097075224
-0.0005491174193983316,0.003974893596023321
0.0033018190335807537,0.0131956422701478
-0.016513695264051262,0.07821967452764511
-0.0012442609115665905,0.004187299869954586
-0.0012903352434486658,0.013912147842347622
0.0005351801215311607,0.007273774594068527
0.0009706845592400738,0.022841529920697212
-0.0010846367430012885,0.004438131116330624
-0.0003152692286934374,0.0045194500125944614
0.004216055140709716,0.008482065051794052
0.0002687440404144986,0.004147851374000311
0.02311350257504448,0.05775657668709755
0.0009211104178939089,0.0051935282535851
0.0003614997045381053,0.006767537910491228
0.010349343589222841,0.0340111143887043
0.0039259228182566015,0.004930040333420038
0.000695234655816241,0.008768086321651936
0.0020498174504547505,0.011111284606158733
-0.005764987194459198,0.02914685569703579
-0.001966271608729076,0.01790325529873371
-0.0011006160303618688,0.006780166178941727
0.0038575852553313916,0.008551361039280891
0.0025407418751917116,0.013071722351014614
0.0009006601070165529,0.01772589609026909
0.0016090326785864074,0.0074744634330272675
-0.0010350474583703754,0.013011107221245766
-0.0002624492920976617,0.012628600001335144
0.0038353830889430174,0.01280445046722889
