open,high,low,close,volume,vwap,timestamp,pre_market,market,after_market,date,time,time_diff
561.36,561.36,560.8,560.8,5102.0,540.1576635316525,2025-05-02 07:20:00-04:00,1.0,0.0,0.0,2025-05-02,07:20:00,5.0
560.91,560.99,560.5,560.69,60744.0,540.159532218072,2025-05-02 07:25:00-04:00,1.0,0.0,0.0,2025-05-02,07:25:00,5.0
560.83,560.83,560.25,560.27,84210.0,540.162069248747,2025-05-02 07:30:00-04:00,1.0,0.0,0.0,2025-05-02,07:30:00,5.0
560.345,560.46,560.07,560.4,9588.0,540.1623599371936,2025-05-02 07:35:00-04:00,1.0,0.0,0.0,2025-05-02,07:35:00,5.0
560.39,560.6,560.39,560.6,50259.0,540.1638986073563,2025-05-02 07:40:00-04:00,1.0,0.0,0.0,2025-05-02,07:40:00,5.0
560.57,560.57,560.44,560.45,9326.0,540.1641820001996,2025-05-02 07:45:00-04:00,1.0,0.0,0.0,2025-05-02,07:45:00,2.0
560.46,560.7,560.38,560.38,4558.0,540.1643200251342,2025-05-02 07:50:00-04:00,1.0,0.0,0.0,2025-05-02,07:50:00,8.0
560.41,560.62,560.2,560.43,30306.0,540.1652399704124,2025-05-02 07:55:00-04:00,1.0,0.0,0.0,2025-05-02,07:55:00,5.0
561.04,563.25,560.2,560.6499,89013.0,540.1679708119123,2025-05-02 08:00:00-04:00,1.0,0.0,0.0,2025-05-02,08:00:00,5.0
560.5799,560.96,560.48,560.9,24783.0,540.1687402857607,2025-05-02 08:05:00-04:00,1.0,0.0,0.0,2025-05-02,08:05:00,5.0
560.88,560.91,560.52,560.58,13060.0,540.1691394969151,2025-05-02 08:10:00-04:00,1.0,0.0,0.0,2025-05-02,08:10:00,5.0
560.55,560.76,560.55,560.75,51157.0,540.1707161095703,2025-05-02 08:15:00-04:00,1.0,0.0,0.0,2025-05-02,08:15:00,5.0
560.69,560.98,560.65,560.94,56395.0,540.1724699168169,2025-05-02 08:20:00-04:00,1.0,0.0,0.0,2025-05-02,08:20:00,5.0
560.83,561.04,560.8,560.95,53823.0,540.1741442680195,2025-05-02 08:25:00-04:00,1.0,0.0,0.0,2025-05-02,08:25:00,5.0
561.6,563.75,561.21,562.94,450243.0,540.1894806537231,2025-05-02 08:30:00-04:00,1.0,0.0,0.0,2025-05-02,08:30:00,5.0
562.89,564.1,562.7,563.83,176917.0,540.1957367541021,2025-05-02 08:35:00-04:00,1.0,0.0,0.0,2025-05-02,08:35:00,5.0
563.72,563.72,563.09,563.31,75524.0,540.1983476713557,2025-05-02 08:40:00-04:00,1.0,0.0,0.0,2025-05-02,08:40:00,5.0
563.36,564.17,563.26,563.9317,71744.0,540.2008940685308,2025-05-02 08:45:00-04:00,1.0,0.0,0.0,2025-05-02,08:45:00,5.0
564.01,564.78,563.77,564.73,92065.0,540.2042708111302,2025-05-02 08:50:00-04:00,1.0,0.0,0.0,2025-05-02,08:50:00,5.0
564.72,565.29,564.72,565.1,159696.0,540.210214237368,2025-05-02 08:55:00-04:00,1.0,0.0,0.0,2025-05-02,08:55:00,5.0
565.15,565.44,564.83,565.08,123972.0,540.214822456895,2025-05-02 09:00:00-04:00,1.0,0.0,0.0,2025-05-02,09:00:00,5.0
565.05,565.44,565.01,565.3,77071.0,540.2177117769779,2025-05-02 09:05:00-04:00,1.0,0.0,0.0,2025-05-02,09:05:00,5.0
565.32,565.93,565.32,565.6,87669.0,540.2210368976447,2025-05-02 09:10:00-04:00,1.0,0.0,0.0,2025-05-02,09:10:00,5.0
565.58,565.66,565.0,565.17,119403.0,540.2254875210252,2025-05-02 09:15:00-04:00,1.0,0.0,0.0,2025-05-02,09:15:00,5.0
565.14,565.3,564.99,565.09,53703.0,540.2274823090769,2025-05-02 09:20:00-04:00,1.0,0.0,0.0,2025-05-02,09:20:00,5.0
565.22,565.22,564.5,564.69,182333.0,540.2341437228959,2025-05-02 09:25:00-04:00,1.0,0.0,0.0,2025-05-02,09:25:00,5.0
564.73,565.48,564.275,564.87,1758571.0,540.2986776982561,2025-05-02 09:30:00-04:00,0.0,1.0,0.0,2025-05-02,09:30:00,5.0
564.89,565.17,563.83,564.91,846777.0,540.3296816752675,2025-05-02 09:35:00-04:00,0.0,1.0,0.0,2025-05-02,09:35:00,5.0
564.9,565.16,564.29,564.71,731201.0,540.356173836133,2025-05-02 09:40:00-04:00,0.0,1.0,0.0,2025-05-02,09:40:00,5.0
564.74,564.97,563.39,563.63,850613.0,540.385556583592,2025-05-02 09:45:00-04:00,0.0,1.0,0.0,2025-05-02,09:45:00,5.0
563.6,563.975,562.38,563.45,917169.0,540.4169106706364,2025-05-02 09:50:00-04:00,0.0,1.0,0.0,2025-05-02,09:50:00,5.0
563.47,564.0,563.02,563.62,498032.0,540.4340259663459,2025-05-02 09:55:00-04:00,0.0,1.0,0.0,2025-05-02,09:55:00,5.0
563.6449,564.8,563.27,564.07,831686.0,540.4631049756526,2025-05-02 10:00:00-04:00,0.0,1.0,0.0,2025-05-02,10:00:00,5.0
564.07,564.96,564.07,564.83,487289.0,540.4806567315932,2025-05-02 10:05:00-04:00,0.0,1.0,0.0,2025-05-02,10:05:00,5.0
564.82,565.25,564.47,565.22,468059.0,540.4977616954196,2025-05-02 10:10:00-04:00,0.0,1.0,0.0,2025-05-02,10:10:00,5.0
565.21,565.81,565.115,565.31,2034803.0,540.5721180816195,2025-05-02 10:15:00-04:00,0.0,1.0,0.0,2025-05-02,10:15:00,5.0
565.31,565.45,564.63,565.41,536862.0,540.5917410154202,2025-05-02 10:20:00-04:00,0.0,1.0,0.0,2025-05-02,10:20:00,5.0
565.42,566.32,565.305,566.3,1927395.0,540.664452003982,2025-05-02 10:25:00-04:00,0.0,1.0,0.0,2025-05-02,10:25:00,5.0
566.3,566.31,565.25,565.8235,639094.0,540.6880246588603,2025-05-02 10:30:00-04:00,0.0,1.0,0.0,2025-05-02,10:30:00,5.0
565.84,565.9,565.1309,565.85,412478.0,540.7032312731883,2025-05-02 10:35:00-04:00,0.0,1.0,0.0,2025-05-02,10:35:00,5.0
565.8,565.935,564.93,565.0903,482196.0,540.7204485116732,2025-05-02 10:40:00-04:00,0.0,1.0,0.0,2025-05-02,10:40:00,5.0
565.09,565.7137,564.88,565.34,528358.0,540.7394791291433,2025-05-02 10:45:00-04:00,0.0,1.0,0.0,2025-05-02,10:45:00,5.0
565.3,565.62,564.75,565.3104,384033.0,540.7532763144702,2025-05-02 10:50:00-04:00,0.0,1.0,0.0,2025-05-02,10:50:00,5.0
565.34,565.86,565.17,565.8,356283.0,540.7663175986389,2025-05-02 10:55:00-04:00,0.0,1.0,0.0,2025-05-02,10:55:00,5.0
565.8,566.13,565.33,565.58,574534.0,540.7871345338939,2025-05-02 11:00:00-04:00,0.0,1.0,0.0,2025-05-02,11:00:00,5.0
565.575,565.88,565.37,565.37,335959.0,540.7991881019599,2025-05-02 11:05:00-04:00,0.0,1.0,0.0,2025-05-02,11:05:00,5.0
565.39,565.67,565.27,565.635,302625.0,540.810152586779,2025-05-02 11:10:00-04:00,0.0,1.0,0.0,2025-05-02,11:10:00,5.0
565.6297,566.09,565.47,565.67,378844.0,540.8238842765538,2025-05-02 11:15:00-04:00,0.0,1.0,0.0,2025-05-02,11:15:00,5.0
565.64,565.7488,564.99,565.2,485449.0,540.8411254150859,2025-05-02 11:20:00-04:00,0.0,1.0,0.0,2025-05-02,11:20:00,5.0
565.2,565.202,564.51,564.65,491108.0,540.8581494718645,2025-05-02 11:25:00-04:00,0.0,1.0,0.0,2025-05-02,11:25:00,5.0
564.67,565.48,564.46,565.41,421014.0,540.8731899561922,2025-05-02 11:30:00-04:00,0.0,1.0,0.0,2025-05-02,11:30:00,5.0
565.42,565.83,565.16,565.83,281016.0,540.883390507128,2025-05-02 11:35:00-04:00,0.0,1.0,0.0,2025-05-02,11:35:00,5.0
565.83,565.93,565.6322,565.85,287372.0,540.8938215094308,2025-05-02 11:40:00-04:00,0.0,1.0,0.0,2025-05-02,11:40:00,5.0
565.84,566.18,565.775,566.1,227772.0,540.9021657261036,2025-05-02 11:45:00-04:00,0.0,1.0,0.0,2025-05-02,11:45:00,5.0
566.08,566.22,565.575,565.8102,337085.0,540.9143624838642,2025-05-02 11:50:00-04:00,0.0,1.0,0.0,2025-05-02,11:50:00,5.0
565.82,566.39,565.81,566.2299,387715.0,540.9286126766069,2025-05-02 11:55:00-04:00,0.0,1.0,0.0,2025-05-02,11:55:00,5.0
566.23,567.83,566.16,567.6099,2152465.0,541.0117332985225,2025-05-02 12:00:00-04:00,0.0,1.0,0.0,2025-05-02,12:00:00,5.0
567.6,567.94,566.9734,567.19,1080761.0,541.0526177015277,2025-05-02 12:05:00-04:00,0.0,1.0,0.0,2025-05-02,12:05:00,5.0
567.19,567.9299,566.91,567.89,496620.0,541.0718636761057,2025-05-02 12:10:00-04:00,0.0,1.0,0.0,2025-05-02,12:10:00,5.0
567.88,567.9,567.42,567.8,389644.0,541.0868939858372,2025-05-02 12:15:00-04:00,0.0,1.0,0.0,2025-05-02,12:15:00,5.0
567.82,567.88,567.31,567.4,451049.0,541.1040116492466,2025-05-02 12:20:00-04:00,0.0,1.0,0.0,2025-05-02,12:20:00,5.0
567.38,567.73,567.12,567.2,308410.0,541.1156143130156,2025-05-02 12:25:00-04:00,0.0,1.0,0.0,2025-05-02,12:25:00,5.0
567.2,567.65,567.15,567.47,284386.0,541.1264146821767,2025-05-02 12:30:00-04:00,0.0,1.0,0.0,2025-05-02,12:30:00,5.0
567.45,568.0796,567.23,567.9199,730540.0,541.1545916166378,2025-05-02 12:35:00-04:00,0.0,1.0,0.0,2025-05-02,12:35:00,5.0
567.91,568.01,567.4233,567.8753,348096.0,541.167974508324,2025-05-02 12:40:00-04:00,0.0,1.0,0.0,2025-05-02,12:40:00,5.0
567.8398,567.89,567.62,567.67,248445.0,541.1774446630334,2025-05-02 12:45:00-04:00,0.0,1.0,0.0,2025-05-02,12:45:00,5.0
567.71,567.78,567.26,567.675,383196.0,541.1920407091076,2025-05-02 12:50:00-04:00,0.0,1.0,0.0,2025-05-02,12:50:00,5.0
567.65,567.78,567.43,567.5,266514.0,541.2021158072838,2025-05-02 12:55:00-04:00,0.0,1.0,0.0,2025-05-02,12:55:00,5.0
567.5,567.77,567.22,567.46,343757.0,541.2150798037881,2025-05-02 13:00:00-04:00,0.0,1.0,0.0,2025-05-02,13:00:00,5.0
567.44,567.59,566.86,566.89,358116.0,541.2282786854563,2025-05-02 13:05:00-04:00,0.0,1.0,0.0,2025-05-02,13:05:00,5.0
566.905,567.05,566.57,566.89,365061.0,541.2417195746397,2025-05-02 13:10:00-04:00,0.0,1.0,0.0,2025-05-02,13:10:00,5.0
566.89,566.98,566.42,566.68,262261.0,541.251287876218,2025-05-02 13:15:00-04:00,0.0,1.0,0.0,2025-05-02,13:15:00,5.0
566.68,567.3,566.51,566.555,381938.0,541.2651411579556,2025-05-02 13:20:00-04:00,0.0,1.0,0.0,2025-05-02,13:20:00,5.0
566.5301,567.0,566.36,566.78,210417.0,541.2728345627253,2025-05-02 13:25:00-04:00,0.0,1.0,0.0,2025-05-02,13:25:00,5.0
566.78,566.93,566.55,566.59,148576.0,541.2782236581577,2025-05-02 13:30:00-04:00,0.0,1.0,0.0,2025-05-02,13:30:00,5.0
566.58,567.08,566.5,567.03,255803.0,541.2876578743503,2025-05-02 13:35:00-04:00,0.0,1.0,0.0,2025-05-02,13:35:00,5.0
567.04,567.24,566.68,567.1447,295181.0,541.2985842639849,2025-05-02 13:40:00-04:00,0.0,1.0,0.0,2025-05-02,13:40:00,5.0
567.15,567.61,567.0501,567.0801,330270.0,541.3107680349774,2025-05-02 13:45:00-04:00,0.0,1.0,0.0,2025-05-02,13:45:00,5.0
567.089,567.43,566.8,567.35,272998.0,541.3209357221422,2025-05-02 13:50:00-04:00,0.0,1.0,0.0,2025-05-02,13:50:00,5.0
567.32,567.36,567.115,567.25,170353.0,541.3272520601555,2025-05-02 13:55:00-04:00,0.0,1.0,0.0,2025-05-02,13:55:00,5.0
567.25,567.65,567.15,567.63,371218.0,541.3412070140351,2025-05-02 14:00:00-04:00,0.0,1.0,0.0,2025-05-02,14:00:00,5.0
567.63,567.82,567.6,567.6747,341149.0,541.354040337121,2025-05-02 14:05:00-04:00,0.0,1.0,0.0,2025-05-02,14:05:00,5.0
567.66,567.9588,567.6,567.84,342356.0,541.3669872989441,2025-05-02 14:10:00-04:00,0.0,1.0,0.0,2025-05-02,14:10:00,5.0
567.8201,567.94,567.67,567.7101,268657.0,541.3770884973194,2025-05-02 14:15:00-04:00,0.0,1.0,0.0,2025-05-02,14:15:00,5.0
567.715,567.82,567.4701,567.79,350075.0,541.3902792045362,2025-05-02 14:20:00-04:00,0.0,1.0,0.0,2025-05-02,14:20:00,5.0
567.77,567.83,567.64,567.65,230595.0,541.3989147118485,2025-05-02 14:25:00-04:00,0.0,1.0,0.0,2025-05-02,14:25:00,5.0
567.68,568.0,567.66,567.95,301777.0,541.4103363768153,2025-05-02 14:30:00-04:00,0.0,1.0,0.0,2025-05-02,14:30:00,5.0
567.93,568.38,567.86,568.11,465987.0,541.4280599876968,2025-05-02 14:35:00-04:00,0.0,1.0,0.0,2025-05-02,14:35:00,5.0
568.0901,568.24,567.87,568.04,505913.0,541.4472251328025,2025-05-02 14:40:00-04:00,0.0,1.0,0.0,2025-05-02,14:40:00,5.0
568.04,568.12,566.7,566.78,629002.0,541.4698875295354,2025-05-02 14:45:00-04:00,0.0,1.0,0.0,2025-05-02,14:45:00,5.0
566.785,567.4,566.45,567.3,600362.0,541.4919238903511,2025-05-02 14:50:00-04:00,0.0,1.0,0.0,2025-05-02,14:50:00,5.0
567.291,567.4998,566.94,567.1,480294.0,541.5093896784501,2025-05-02 14:55:00-04:00,0.0,1.0,0.0,2025-05-02,14:55:00,5.0
567.08,567.14,566.46,566.49,503404.0,541.5272345502319,2025-05-02 15:00:00-04:00,0.0,1.0,0.0,2025-05-02,15:00:00,5.0
566.52,567.005,566.15,566.96,650724.0,541.5506975368331,2025-05-02 15:05:00-04:00,0.0,1.0,0.0,2025-05-02,15:05:00,5.0
566.935,567.0,566.38,566.68,491088.0,541.5681811172036,2025-05-02 15:10:00-04:00,0.0,1.0,0.0,2025-05-02,15:10:00,5.0
566.6545,567.49,566.6,567.4002,610012.0,541.5904866282833,2025-05-02 15:15:00-04:00,0.0,1.0,0.0,2025-05-02,15:15:00,5.0
567.405,567.92,567.35,567.68,1223291.0,541.6355848938731,2025-05-02 15:20:00-04:00,0.0,1.0,0.0,2025-05-02,15:20:00,5.0
567.68,567.93,567.62,567.67,881752.0,541.6679828471384,2025-05-02 15:25:00-04:00,0.0,1.0,0.0,2025-05-02,15:25:00,5.0
567.64,567.77,567.145,567.47,720613.0,541.694197106421,2025-05-02 15:30:00-04:00,0.0,1.0,0.0,2025-05-02,15:30:00,5.0
567.47,567.78,567.09,567.665,800134.0,541.7234615513972,2025-05-02 15:35:00-04:00,0.0,1.0,0.0,2025-05-02,15:35:00,5.0
567.68,567.83,567.31,567.4,558662.0,541.7436468996332,2025-05-02 15:40:00-04:00,0.0,1.0,0.0,2025-05-02,15:40:00,5.0
567.41,567.42,566.02,566.24,1056555.0,541.7800131871604,2025-05-02 15:45:00-04:00,0.0,1.0,0.0,2025-05-02,15:45:00,5.0
566.22,567.6,566.15,567.08,2460016.0,541.8671627228623,2025-05-02 15:50:00-04:00,0.0,1.0,0.0,2025-05-02,15:50:00,5.0
567.07,567.32,566.43,566.62,4592237.0,542.0253138999346,2025-05-02 15:55:00-04:00,0.0,1.0,0.0,2025-05-02,15:55:00,5.0
566.59,567.459,566.54,567.18,844537.0,542.054836236747,2025-05-02 16:00:00-04:00,0.0,0.0,1.0,2025-05-02,16:00:00,5.0
567.2,567.49,567.13,567.35,274647.0,542.0644869581071,2025-05-02 16:05:00-04:00,0.0,0.0,1.0,2025-05-02,16:05:00,5.0
567.3,567.32,566.79,567.07,1550456.0,542.1182282690702,2025-05-02 16:10:00-04:00,0.0,0.0,1.0,2025-05-02,16:10:00,5.0
567.09,567.11,566.85,566.94,1277543.0,542.1621068872886,2025-05-02 16:15:00-04:00,0.0,0.0,1.0,2025-05-02,16:15:00,5.0
566.89,567.05,566.88,566.99,69048.0,542.1644787749603,2025-05-02 16:20:00-04:00,0.0,0.0,1.0,2025-05-02,16:20:00,5.0
567.1,567.18,566.96,567.0,309480.0,542.1751085260228,2025-05-02 16:25:00-04:00,0.0,0.0,1.0,2025-05-02,16:25:00,5.0
567.0,567.0,566.75,566.8,100290.0,542.1785235122065,2025-05-02 16:30:00-04:00,0.0,0.0,1.0,2025-05-02,16:30:00,5.0
566.8,566.94,566.6899,566.94,37773.0,542.1798167915084,2025-05-02 16:35:00-04:00,0.0,0.0,1.0,2025-05-02,16:35:00,5.0
566.92,566.92,566.75,566.8,467241.0,542.1957127252841,2025-05-02 16:40:00-04:00,0.0,0.0,1.0,2025-05-02,16:40:00,5.0
566.8309,566.89,566.68,566.68,29644.0,542.1967156314495,2025-05-02 16:45:00-04:00,0.0,0.0,1.0,2025-05-02,16:45:00,5.0
566.68,566.84,566.6,566.81,53543.0,542.1985364898354,2025-05-02 16:50:00-04:00,0.0,0.0,1.0,2025-05-02,16:50:00,5.0
566.81,567.19,566.81,567.06,28024.0,542.1994990854963,2025-05-02 16:55:00-04:00,0.0,0.0,1.0,2025-05-02,16:55:00,5.0
567.07,567.09,566.95,566.97,44266.0,542.2010139214127,2025-05-02 17:00:00-04:00,0.0,0.0,1.0,2025-05-02,17:00:00,5.0
566.97,567.05,566.97,567.01,24540.0,542.2018549860534,2025-05-02 17:05:00-04:00,0.0,0.0,1.0,2025-05-02,17:05:00,5.0
567.01,567.1,566.97,566.97,29284.0,542.20285695004,2025-05-02 17:10:00-04:00,0.0,0.0,1.0,2025-05-02,17:10:00,5.0
567.02,567.04,566.97,567.0,3281.0,542.2029693417144,2025-05-02 17:15:00-04:00,0.0,0.0,1.0,2025-05-02,17:15:00,5.0
566.98,567.05,566.97,567.05,33836.0,542.2041306819602,2025-05-02 17:20:00-04:00,0.0,0.0,1.0,2025-05-02,17:20:00,5.0
567.0383,567.25,567.0,567.0,9504.0,542.2044562082208,2025-05-02 17:25:00-04:00,0.0,0.0,1.0,2025-05-02,17:25:00,4.0
566.95,566.95,566.95,566.95,1766.0,542.204516573457,2025-05-02 17:30:00-04:00,0.0,0.0,1.0,2025-05-02,17:30:00,4.0
566.95,567.0,566.95,567.0,8237.0,542.2047986947775,2025-05-02 17:35:00-04:00,0.0,0.0,1.0,2025-05-02,17:35:00,7.0
566.99,567.04,566.99,567.0,4757.0,542.204961621454,2025-05-02 17:40:00-04:00,0.0,0.0,1.0,2025-05-02,17:40:00,5.0
567.03,567.03,567.0,567.0,1059.0,542.204997891785,2025-05-02 17:45:00-04:00,0.0,0.0,1.0,2025-05-02,17:45:00,5.0
566.98,567.0,566.98,566.9999,881.0,542.2050280654838,2025-05-02 17:50:00-04:00,0.0,0.0,1.0,2025-05-02,17:50:00,4.0
566.98,566.98,566.86,566.9,7152.0,542.2052720273781,2025-05-02 17:55:00-04:00,0.0,0.0,1.0,2025-05-02,17:55:00,5.0
566.88,566.88,566.88,566.88,265.0,542.2052810593805,2025-05-02 18:00:00-04:00,0.0,0.0,1.0,2025-05-02,18:00:00,3.0
566.85,566.85,566.85,566.85,366.0,542.2052935185911,2025-05-02 18:05:00-04:00,0.0,0.0,1.0,2025-05-02,18:05:00,8.0
566.85,566.85,566.7805,566.8,4722.0,542.2054539355835,2025-05-02 18:15:00-04:00,0.0,0.0,1.0,2025-05-02,18:15:00,10.0
566.8,566.8,566.75,566.75,1283.0,542.2054974330171,2025-05-02 18:20:00-04:00,0.0,0.0,1.0,2025-05-02,18:20:00,5.0
566.75,566.75,566.7498,566.7498,4182.0,542.2056392127615,2025-05-02 18:25:00-04:00,0.0,0.0,1.0,2025-05-02,18:25:00,5.0
566.73,566.73,566.73,566.73,724.0,542.205663738116,2025-05-02 18:30:00-04:00,0.0,0.0,1.0,2025-05-02,18:30:00,2.0
566.74,566.74,566.7,566.7,1014.0,542.2056980450615,2025-05-02 18:35:00-04:00,0.0,0.0,1.0,2025-05-02,18:35:00,7.0
566.76,566.8,566.75,566.8,1376.0,542.2057447895628,2025-05-02 18:40:00-04:00,0.0,0.0,1.0,2025-05-02,18:40:00,6.0
566.8,566.9,566.8,566.87,1268.0,542.205787987608,2025-05-02 18:45:00-04:00,0.0,0.0,1.0,2025-05-02,18:45:00,5.0
566.88,566.88,566.83,566.83,3149.0,542.2058950926582,2025-05-02 18:50:00-04:00,0.0,0.0,1.0,2025-05-02,18:50:00,5.0
566.83,566.878,566.69,566.72,5321.0,542.2060752620673,2025-05-02 18:55:00-04:00,0.0,0.0,1.0,2025-05-02,18:55:00,5.0
566.6722,566.7,566.6,566.61,5218.0,542.2062511485145,2025-05-02 19:00:00-04:00,0.0,0.0,1.0,2025-05-02,19:00:00,3.0
566.7,566.7,566.57,566.58,4347.0,542.2063974935484,2025-05-02 19:05:00-04:00,0.0,0.0,1.0,2025-05-02,19:05:00,7.0
566.65,566.69,566.58,566.69,4029.0,542.206533743447,2025-05-02 19:10:00-04:00,0.0,0.0,1.0,2025-05-02,19:10:00,5.0
566.652,566.69,566.57,566.57,2021.0,542.2066017526646,2025-05-02 19:15:00-04:00,0.0,0.0,1.0,2025-05-02,19:15:00,5.0
566.65,566.66,566.65,566.66,647.0,542.2066236053846,2025-05-02 19:20:00-04:00,0.0,0.0,1.0,2025-05-02,19:20:00,5.0
566.66,566.66,566.66,566.66,712.0,542.2066476534641,2025-05-02 19:25:00-04:00,0.0,0.0,1.0,2025-05-02,19:25:00,3.0
566.6,566.64,566.5522,566.64,821.0,542.2066753603232,2025-05-02 19:30:00-04:00,0.0,0.0,1.0,2025-05-02,19:30:00,7.0
