Price,Close,High,Low,Open,Volume
Ticker,SPY,SPY,SPY,SPY,SPY
Datetime,,,,,
2025-04-11 14:28:00+00:00,520.6264038085938,521.8300170898438,520.5499877929688,521.6699829101562,202684
2025-04-11 14:29:00+00:00,520.6900024414062,521.1699829101562,520.4199829101562,520.594482421875,190188
2025-04-11 14:30:00+00:00,521.9600219726562,522.219970703125,520.0900268554688,520.7999877929688,307853
2025-04-11 14:31:00+00:00,522.3499755859375,522.5,521.3400268554688,522.02001953125,240040
2025-04-11 14:32:00+00:00,521.8800048828125,523.1799926757812,521.8800048828125,522.3400268554688,279698
2025-04-11 14:33:00+00:00,523.8599853515625,523.8599853515625,523.8599853515625,523.8599853515625,235376
2025-04-11 14:34:00+00:00,523.8300170898438,524.2100219726562,523.1400146484375,523.8699951171875,165394
2025-04-11 14:35:00+00:00,524.0900268554688,524.5999755859375,523.6599731445312,523.77001953125,259549
2025-04-11 14:36:00+00:00,524.3400268554688,524.6599731445312,523.4000244140625,524.0599975585938,164266
2025-04-11 14:37:00+00:00,523.760009765625,524.5050048828125,523.52001953125,524.3062133789062,92681
2025-04-11 14:38:00+00:00,523.8900146484375,524.0994873046875,523.2999877929688,523.719970703125,154235
2025-04-11 14:39:00+00:00,524.2000122070312,524.7100219726562,523.7901000976562,523.7901000976562,80766
2025-04-11 14:40:00+00:00,523.77001953125,524.1599731445312,523.0900268554688,524.1599731445312,108346
2025-04-11 14:41:00+00:00,524.0599975585938,524.4000244140625,523.5800170898438,523.8599853515625,96270
2025-04-11 14:42:00+00:00,524.719970703125,525.010009765625,523.9600219726562,523.97998046875,245852
2025-04-11 14:43:00+00:00,524.1300048828125,524.9099731445312,523.9099731445312,524.6599731445312,245935
2025-04-11 14:44:00+00:00,525.2999877929688,525.5161743164062,524.0399780273438,525.2999877929688,237655
2025-04-11 14:45:00+00:00,525.75,526.239990234375,525.1900024414062,525.3099975585938,315784
2025-04-11 14:46:00+00:00,525.5599975585938,526.2999877929688,525.4400024414062,525.7000122070312,163828
2025-04-11 14:47:00+00:00,526.1195068359375,526.3400268554688,525.5,525.5900268554688,139079
2025-04-11 14:48:00+00:00,525.8699951171875,526.7100219726562,525.8200073242188,526.094970703125,209001
2025-04-11 14:49:00+00:00,525.9099731445312,526.0800170898438,525.3699951171875,525.9299926757812,207016
2025-04-11 14:50:00+00:00,524.6099853515625,525.8900146484375,524.4000244140625,525.8900146484375,216238
2025-04-11 14:51:00+00:00,524.6699829101562,524.9500122070312,523.97998046875,524.5900268554688,174302
2025-04-11 14:52:00+00:00,524.469970703125,524.7349853515625,524.030029296875,524.469970703125,142165
2025-04-11 14:53:00+00:00,523.7999877929688,524.6063232421875,523.6599731445312,524.510009765625,136201
2025-04-11 14:54:00+00:00,524.52001953125,524.6300048828125,523.7100830078125,523.7899780273438,130124
2025-04-11 14:55:00+00:00,524.3200073242188,524.6400146484375,523.989990234375,524.5700073242188,70543
2025-04-11 14:56:00+00:00,524.4099731445312,524.4998779296875,523.5900268554688,524.27001953125,141826
2025-04-11 14:57:00+00:00,524.4299926757812,525.1400146484375,524.239990234375,524.3599853515625,126135
2025-04-11 14:58:00+00:00,523.7999877929688,524.8200073242188,523.469970703125,524.5800170898438,125788
2025-04-11 14:59:00+00:00,523.1699829101562,523.9500122070312,522.9400024414062,523.77001953125,147600
2025-04-11 15:00:00+00:00,525.0800170898438,527.4199829101562,522.8400268554688,523.1400146484375,911478
2025-04-11 15:01:00+00:00,524.0,525.239990234375,523.5800170898438,525.0499877929688,260692
2025-04-11 15:02:00+00:00,524.0299072265625,524.239990234375,523.3900146484375,524.02001953125,139989
2025-04-11 15:03:00+00:00,522.6699829101562,524.22998046875,522.6599731445312,524.02001953125,217872
2025-04-11 15:04:00+00:00,523.030029296875,523.219970703125,522.52001953125,522.6400146484375,169430
2025-04-11 15:05:00+00:00,522.3049926757812,522.8400268554688,521.760009765625,522.8300170898438,235319
2025-04-11 15:06:00+00:00,522.27001953125,522.77001953125,522.0700073242188,522.27001953125,189813
2025-04-11 15:07:00+00:00,522.219970703125,522.4000244140625,521.8800048828125,522.260009765625,119665
2025-04-11 15:08:00+00:00,522.780029296875,523.3400268554688,522.02001953125,522.239990234375,136297
2025-04-11 15:09:00+00:00,523.4000244140625,523.8599853515625,522.7999877929688,523.4000244140625,187109
2025-04-11 15:10:00+00:00,523.22998046875,523.8499755859375,523.0200805664062,523.4349975585938,82038
2025-04-11 15:11:00+00:00,523.469970703125,523.469970703125,522.4500122070312,523.22998046875,239211
2025-04-11 15:12:00+00:00,522.8303833007812,523.8300170898438,522.8303833007812,523.469970703125,128885
2025-04-11 15:13:00+00:00,522.219970703125,522.97998046875,521.9000244140625,522.8400268554688,143434
2025-04-11 15:14:00+00:00,521.9000244140625,522.5198974609375,521.6900024414062,522.2000122070312,135559
2025-04-11 15:15:00+00:00,521.8800048828125,522.22998046875,521.1500244140625,521.780029296875,203770
2025-04-11 15:16:00+00:00,521.9500122070312,522.5549926757812,521.6900024414062,521.97998046875,107928
2025-04-11 15:17:00+00:00,521.798095703125,522.0700073242188,521.4500122070312,521.97998046875,68322
2025-04-11 15:18:00+00:00,521.219970703125,521.7100219726562,520.8800048828125,521.7100219726562,127240
2025-04-11 15:19:00+00:00,521.719970703125,521.8499755859375,521.1799926757812,521.1799926757812,131409
2025-04-11 15:20:00+00:00,521.8599853515625,522.27001953125,521.6400146484375,521.6699829101562,110627
2025-04-11 15:21:00+00:00,522.52001953125,522.8300170898438,521.6099853515625,521.8900146484375,175835
2025-04-11 15:22:00+00:00,522.0499877929688,522.7100219726562,522.0,522.6099853515625,123709
2025-04-11 15:23:00+00:00,521.1682739257812,522.4199829101562,521.1199951171875,522.1199951171875,129624
2025-04-11 15:24:00+00:00,521.47998046875,521.7899780273438,520.9500122070312,521.22998046875,72730
2025-04-11 15:25:00+00:00,522.4600219726562,522.57861328125,521.3699951171875,521.4600219726562,337020
2025-04-11 15:26:00+00:00,521.5,522.7490234375,521.4598999023438,522.4552001953125,147740
2025-04-11 15:27:00+00:00,522.77001953125,523.0599975585938,521.4000244140625,521.5050048828125,225676
2025-04-11 15:28:00+00:00,523.1751098632812,523.2999877929688,522.5599975585938,522.72998046875,101973
2025-04-11 15:29:00+00:00,523.0800170898438,523.5684814453125,522.650390625,523.1300048828125,136978
2025-04-11 15:30:00+00:00,523.52001953125,523.52001953125,522.4199829101562,523.030029296875,140522
2025-04-11 15:31:00+00:00,523.0,523.5599975585938,522.830078125,523.4500122070312,102583
2025-04-11 15:32:00+00:00,523.5700073242188,523.719970703125,522.9492797851562,523.030029296875,78282
2025-04-11 15:33:00+00:00,523.510009765625,523.97998046875,523.22998046875,523.6300048828125,150572
2025-04-11 15:34:00+00:00,523.7100219726562,523.9299926757812,523.1099853515625,523.5599975585938,58971
2025-04-11 15:35:00+00:00,523.3400268554688,523.9099731445312,523.0599975585938,523.6599731445312,79770
2025-04-11 15:36:00+00:00,524.3200073242188,524.3499755859375,523.4000244140625,523.4099731445312,113709
2025-04-11 15:37:00+00:00,524.4598999023438,524.4598999023438,524.4598999023438,524.4598999023438,146393
2025-04-11 15:38:00+00:00,524.8250122070312,525.0800170898438,524.1799926757812,524.3900146484375,132153
2025-04-11 15:39:00+00:00,525.9600219726562,526.0700073242188,524.6300048828125,524.823974609375,166741
2025-04-11 15:40:00+00:00,524.905029296875,526.0499877929688,524.719970703125,525.9600219726562,126607
2025-04-11 15:41:00+00:00,524.530029296875,525.0399780273438,524.1300048828125,524.8800048828125,182089
2025-04-11 15:42:00+00:00,525.25,525.469970703125,524.4600219726562,524.510009765625,94069
2025-04-11 15:43:00+00:00,525.0599975585938,525.3093872070312,524.7598876953125,525.3093872070312,118172
2025-04-11 15:44:00+00:00,525.239990234375,525.469970703125,524.969970703125,525.0800170898438,43755
2025-04-11 15:45:00+00:00,525.2000122070312,525.5900268554688,525.0399780273438,525.219970703125,192212
2025-04-11 15:46:00+00:00,525.219970703125,525.469970703125,524.72998046875,525.25,74476
2025-04-11 15:47:00+00:00,525.89501953125,525.89501953125,525.1199951171875,525.1500244140625,94094
2025-04-11 15:48:00+00:00,526.0504760742188,526.239990234375,525.7999877929688,525.9000244140625,95261
2025-04-11 15:49:00+00:00,525.8800048828125,525.8800048828125,525.8800048828125,525.8800048828125,69313
2025-04-11 15:50:00+00:00,525.6500244140625,526.1900024414062,525.5399780273438,525.8400268554688,62638
2025-04-11 15:51:00+00:00,525.1900024414062,525.75,525.0999755859375,525.6699829101562,83963
2025-04-11 15:52:00+00:00,525.75,525.9000244140625,525.013671875,525.2100219726562,92992
2025-04-11 15:53:00+00:00,526.0,526.260009765625,525.6699829101562,525.6900024414062,98261
2025-04-11 15:54:00+00:00,525.7239990234375,525.9901123046875,525.4949951171875,525.9901123046875,65494
2025-04-11 15:55:00+00:00,526.0,526.1900024414062,525.739990234375,525.760009765625,95566
2025-04-11 15:56:00+00:00,526.6599731445312,526.6599731445312,525.8200073242188,526.0499877929688,133386
2025-04-11 15:57:00+00:00,526.280029296875,527.1099853515625,526.2000732421875,526.6599731445312,175006
2025-04-11 15:58:00+00:00,526.84228515625,526.969970703125,526.281494140625,526.281494140625,141993
2025-04-11 15:59:00+00:00,526.9400024414062,526.9400024414062,526.3400268554688,526.8400268554688,65761
2025-04-11 16:00:00+00:00,527.1599731445312,527.1799926757812,526.4199829101562,526.9299926757812,78270
2025-04-11 16:01:00+00:00,526.4299926757812,527.1704711914062,526.280029296875,527.1199951171875,87156
2025-04-11 16:02:00+00:00,526.5501098632812,526.6799926757812,526.0800170898438,526.5501098632812,78265
2025-04-11 16:03:00+00:00,526.1799926757812,526.6500244140625,526.0999755859375,526.6343994140625,166764
2025-04-11 16:04:00+00:00,526.9500122070312,527.030029296875,526.080322265625,526.1300048828125,80930
2025-04-11 16:05:00+00:00,527.5800170898438,527.760009765625,526.9000244140625,526.9500122070312,152221
2025-04-11 16:06:00+00:00,528.0499877929688,528.10498046875,527.47998046875,527.7100219726562,139724
2025-04-11 16:07:00+00:00,527.5,528.5,527.4500122070312,528.0700073242188,144528
2025-04-11 16:08:00+00:00,527.5499877929688,527.8049926757812,527.3499755859375,527.530029296875,178390
2025-04-11 16:09:00+00:00,526.9500732421875,527.5800170898438,526.9201049804688,527.489990234375,136851
2025-04-11 16:10:00+00:00,527.8900146484375,527.9099731445312,526.96630859375,527.030029296875,96919
2025-04-11 16:11:00+00:00,527.6900024414062,528.239990234375,527.3214111328125,527.8900146484375,95492
2025-04-11 16:12:00+00:00,528.3699951171875,528.3699951171875,527.6199951171875,527.7100219726562,103815
2025-04-11 16:13:00+00:00,528.0999755859375,528.4500122070312,528.0999755859375,528.3499755859375,109232
2025-04-11 16:14:00+00:00,527.8499755859375,528.4400024414062,527.6400146484375,528.1199951171875,84555
2025-04-11 16:15:00+00:00,527.5750122070312,528.22998046875,527.4500122070312,527.8599853515625,64152
2025-04-11 16:16:00+00:00,528.5900268554688,528.5900268554688,527.6699829101562,527.6699829101562,123908
2025-04-11 16:17:00+00:00,528.4600219726562,528.6599731445312,528.1699829101562,528.5999755859375,104404
2025-04-11 16:18:00+00:00,528.1099853515625,528.1099853515625,528.1099853515625,528.1099853515625,63273
2025-04-11 16:19:00+00:00,528.5050048828125,528.5999755859375,528.0900268554688,528.114990234375,63222
2025-04-11 16:20:00+00:00,528.4810180664062,528.6699829101562,528.3300170898438,528.530029296875,67476
2025-04-11 16:21:00+00:00,527.9500732421875,528.6500244140625,527.9400024414062,528.510009765625,65700
2025-04-11 16:22:00+00:00,527.85498046875,528.4000244140625,527.72998046875,528.0700073242188,94706
2025-04-11 16:23:00+00:00,528.1300048828125,528.3499755859375,527.8699951171875,527.9500122070312,102049
2025-04-11 16:24:00+00:00,527.389892578125,528.1950073242188,527.3300170898438,528.1300048828125,144341
2025-04-11 16:25:00+00:00,527.0399780273438,527.5399780273438,526.8699951171875,527.0399780273438,148706
2025-04-11 16:26:00+00:00,526.9000244140625,527.1699829101562,526.4099731445312,527.010009765625,175355
2025-04-11 16:27:00+00:00,527.3599853515625,527.4299926757812,526.7301025390625,526.8800048828125,49250
2025-04-11 16:28:00+00:00,527.8800048828125,527.9400024414062,527.3800048828125,527.3800048828125,153082
2025-04-11 16:29:00+00:00,527.3900146484375,527.9500122070312,527.1400146484375,527.9500122070312,82745
2025-04-11 16:30:00+00:00,528.3800048828125,528.5499877929688,527.447509765625,527.5349731445312,140557
2025-04-11 16:31:00+00:00,529.1400146484375,529.1599731445312,528.4000244140625,528.4400024414062,274395
2025-04-11 16:32:00+00:00,529.6500244140625,529.6599731445312,529.0900268554688,529.1649780273438,193833
2025-04-11 16:33:00+00:00,530.089599609375,530.0900268554688,529.280029296875,529.6199951171875,206508
2025-04-11 16:34:00+00:00,529.760009765625,530.3250122070312,529.5700073242188,530.07373046875,159336
2025-04-11 16:35:00+00:00,530.25,530.5499877929688,529.72998046875,529.7650146484375,203034
2025-04-11 16:36:00+00:00,530.9400024414062,530.97998046875,530.260009765625,530.3200073242188,130481
2025-04-11 16:37:00+00:00,531.5399780273438,531.669921875,530.7999877929688,530.9199829101562,277426
2025-04-11 16:38:00+00:00,531.72998046875,531.75,531.010009765625,531.5800170898438,170166
2025-04-11 16:39:00+00:00,531.27001953125,532.0,531.1300048828125,531.7100219726562,234023
2025-04-11 16:40:00+00:00,531.02001953125,531.3900146484375,530.8900146484375,531.280029296875,182922
2025-04-11 16:41:00+00:00,530.7899780273438,531.1199951171875,530.6400146484375,531.0999755859375,141590
2025-04-11 16:42:00+00:00,531.5399780273438,531.6300048828125,530.7702026367188,530.7999877929688,140398
2025-04-11 16:43:00+00:00,531.9099731445312,531.969970703125,531.280029296875,531.5399780273438,181839
2025-04-11 16:44:00+00:00,531.9627075195312,532.260009765625,531.75,531.8900146484375,281594
2025-04-11 16:45:00+00:00,531.3098754882812,532.0700073242188,531.02001953125,531.9650268554688,274481
2025-04-11 16:46:00+00:00,531.2999877929688,531.5861206054688,531.0800170898438,531.2999877929688,131369
2025-04-11 16:47:00+00:00,531.760009765625,531.9000244140625,531.2650146484375,531.3200073242188,128551
2025-04-11 16:48:00+00:00,532.27001953125,532.4400024414062,531.5700073242188,531.75,138848
2025-04-11 16:49:00+00:00,532.6099853515625,532.739990234375,532.1199951171875,532.3499755859375,170361
2025-04-11 16:50:00+00:00,532.1699829101562,532.7100219726562,531.9000244140625,532.5900268554688,218757
2025-04-11 16:51:00+00:00,531.8200073242188,532.3499755859375,531.6688232421875,532.22998046875,134708
2025-04-11 16:52:00+00:00,532.6400146484375,532.7899780273438,531.6599731445312,531.8200073242188,166834
2025-04-11 16:53:00+00:00,532.0900268554688,532.8499755859375,532.030029296875,532.6599731445312,164732
2025-04-11 16:54:00+00:00,532.2927856445312,532.3699951171875,531.8499755859375,532.0399780273438,126660
2025-04-11 16:55:00+00:00,532.5250244140625,532.6099853515625,531.780029296875,532.3900146484375,118946
2025-04-11 16:56:00+00:00,531.8004760742188,532.6099853515625,531.5800170898438,532.510009765625,131431
2025-04-11 16:57:00+00:00,532.4312133789062,532.4500122070312,531.719970703125,531.8300170898438,112764
2025-04-11 16:58:00+00:00,532.1199951171875,532.5399780273438,532.010009765625,532.4299926757812,105171
2025-04-11 16:59:00+00:00,531.719970703125,532.1799926757812,531.6599731445312,532.1300048828125,109682
2025-04-11 17:00:00+00:00,531.1699829101562,532.1400146484375,531.0900268554688,531.77001953125,150172
2025-04-11 17:01:00+00:00,531.3699951171875,531.510009765625,530.6046752929688,531.3699951171875,156130
2025-04-11 17:02:00+00:00,532.25,532.2899780273438,531.3200073242188,531.3699951171875,138895
2025-04-11 17:03:00+00:00,532.489990234375,532.6099853515625,532.0900268554688,532.260009765625,111267
2025-04-11 17:04:00+00:00,531.97998046875,532.5399780273438,531.9299926757812,532.4500122070312,62483
2025-04-11 17:05:00+00:00,531.7899780273438,532.1099853515625,531.6900024414062,532.0700073242188,72919
2025-04-11 17:06:00+00:00,532.8499755859375,532.9500122070312,531.9199829101562,531.9400024414062,147767
2025-04-11 17:07:00+00:00,532.4500122070312,533.0900268554688,532.4000244140625,532.9000244140625,157017
2025-04-11 17:08:00+00:00,531.5399780273438,532.5549926757812,531.5200805664062,532.4199829101562,112422
2025-04-11 17:09:00+00:00,531.8300170898438,531.8300170898438,531.8300170898438,531.8300170898438,132322
2025-04-11 17:10:00+00:00,531.6799926757812,531.9099731445312,531.1400146484375,531.7899780273438,113530
2025-04-11 17:11:00+00:00,531.6799926757812,531.760009765625,531.0599975585938,531.6900024414062,110902
2025-04-11 17:12:00+00:00,531.260009765625,531.9600219726562,531.22998046875,531.6599731445312,107283
2025-04-11 17:13:00+00:00,530.8099975585938,531.5,530.72998046875,531.239990234375,147455
2025-04-11 17:14:00+00:00,531.4749755859375,531.5081176757812,530.7999877929688,530.8300170898438,117861
2025-04-11 17:15:00+00:00,531.2899780273438,531.8499755859375,531.2703857421875,531.47998046875,77992
2025-04-11 17:16:00+00:00,531.75,532.02001953125,531.2999877929688,531.3499755859375,80391
2025-04-11 17:17:00+00:00,530.9000244140625,531.739990234375,530.8699951171875,531.739990234375,90864
2025-04-11 17:18:00+00:00,530.02001953125,531.02001953125,530.0,530.9191284179688,177802
2025-04-11 17:19:00+00:00,530.0850219726562,530.2753295898438,529.6599731445312,530.0208740234375,163689
2025-04-11 17:20:00+00:00,530.6599731445312,530.6599731445312,529.6699829101562,530.0999755859375,129203
2025-04-11 17:21:00+00:00,531.4000244140625,531.4000244140625,530.4371948242188,530.6300048828125,171598
2025-04-11 17:22:00+00:00,531.6599731445312,531.97998046875,531.3400268554688,531.37548828125,153574
2025-04-11 17:23:00+00:00,531.0700073242188,531.7899780273438,530.239990234375,531.630126953125,172876
2025-04-11 17:24:00+00:00,530.6799926757812,531.0549926757812,530.4000244140625,530.6799926757812,153502
2025-04-11 17:25:00+00:00,530.3699951171875,530.6599731445312,529.9765014648438,530.6300048828125,132146
2025-04-11 17:26:00+00:00,530.5499877929688,530.5750122070312,530.0999755859375,530.27001953125,78534
2025-04-11 17:27:00+00:00,530.25,530.739990234375,530.0700073242188,530.5900268554688,125724
2025-04-11 17:28:00+00:00,530.1599731445312,530.4000244140625,529.7100219726562,530.3200073242188,219578
2025-04-11 17:29:00+00:00,529.8300170898438,530.1799926757812,529.47998046875,530.0900268554688,110882
2025-04-11 17:30:00+00:00,530.030029296875,530.469970703125,529.7999877929688,529.8400268554688,132232
2025-04-11 17:31:00+00:00,528.9400024414062,530.3151245117188,528.8599853515625,530.0399780273438,236889
2025-04-11 17:32:00+00:00,529.85498046875,529.969970703125,528.8400268554688,528.9199829101562,111223
2025-04-11 17:33:00+00:00,529.4099731445312,530.080078125,529.22998046875,529.8400268554688,88562
2025-04-11 17:34:00+00:00,529.9600219726562,529.969970703125,529.2951049804688,529.3800048828125,330955
2025-04-11 17:35:00+00:00,529.375,530.0900268554688,529.3099975585938,529.9600219726562,112772
2025-04-11 17:36:00+00:00,530.6500244140625,530.6500244140625,529.1599731445312,530.6500244140625,137373
2025-04-11 17:37:00+00:00,531.260009765625,531.3900146484375,530.510009765625,530.6300048828125,207969
2025-04-11 17:38:00+00:00,531.6699829101562,531.6699829101562,530.8200073242188,531.25,274765
2025-04-11 17:39:00+00:00,532.75,532.8800048828125,531.6500244140625,531.6699829101562,242045
2025-04-11 17:40:00+00:00,533.7750244140625,534.25,532.6500244140625,532.739990234375,520651
2025-04-11 17:41:00+00:00,533.3250122070312,533.8272705078125,532.8300170898438,533.7999877929688,453172
2025-04-11 17:42:00+00:00,534.2498779296875,534.2999877929688,533.0599975585938,533.2999877929688,236943
2025-04-11 17:43:00+00:00,535.5900268554688,535.6500244140625,534.260009765625,534.260009765625,494541
2025-04-11 17:44:00+00:00,535.4000244140625,536.1199951171875,535.2899780273438,535.5700073242188,358280
2025-04-11 17:45:00+00:00,534.8499755859375,535.489990234375,534.4299926757812,535.4105834960938,375772
2025-04-11 17:46:00+00:00,534.260009765625,535.2899780273438,534.0,534.8200073242188,260838
2025-04-11 17:47:00+00:00,533.969970703125,534.280029296875,533.2119750976562,534.280029296875,282936
2025-04-11 17:48:00+00:00,534.6099853515625,534.6799926757812,533.8099975585938,533.9500122070312,130621
2025-04-11 17:49:00+00:00,534.719970703125,534.97998046875,534.3900146484375,534.6599731445312,137068
2025-04-11 17:50:00+00:00,534.969970703125,534.969970703125,534.1500244140625,534.6500244140625,161764
2025-04-11 17:51:00+00:00,534.8400268554688,535.0900268554688,534.3400268554688,534.9299926757812,244771
2025-04-11 17:52:00+00:00,534.9600219726562,535.3200073242188,534.4000244140625,534.7899780273438,127241
2025-04-11 17:53:00+00:00,535.7550048828125,535.8200073242188,534.760009765625,534.96240234375,176343
2025-04-11 17:54:00+00:00,535.719970703125,536.4299926757812,535.6900024414062,535.7540283203125,364174
2025-04-11 17:55:00+00:00,535.3300170898438,535.7625122070312,535.0599975585938,535.7625122070312,134995
2025-04-11 17:56:00+00:00,534.7100830078125,535.8400268554688,534.6699829101562,534.7100830078125,115159
2025-04-11 17:57:00+00:00,535.2050170898438,535.4400024414062,534.469970703125,534.7000122070312,275145
2025-04-11 17:58:00+00:00,534.6400146484375,535.4500122070312,534.5700073242188,535.22998046875,100498
2025-04-11 17:59:00+00:00,534.7000122070312,534.7899780273438,534.1799926757812,534.6099853515625,105515
2025-04-11 18:00:00+00:00,534.2000122070312,534.989990234375,533.969970703125,534.719970703125,148294
2025-04-11 18:01:00+00:00,534.239990234375,534.2999877929688,533.8099975585938,534.219970703125,160345
2025-04-11 18:02:00+00:00,534.4299926757812,534.8400268554688,534.02001953125,534.22998046875,238717
2025-04-11 18:03:00+00:00,534.6300048828125,534.6400146484375,533.7100219726562,534.6300048828125,172492
2025-04-11 18:04:00+00:00,534.8099975585938,534.9089965820312,534.3895874023438,534.5562744140625,132062
2025-04-11 18:05:00+00:00,534.25,534.9099731445312,534.1099853515625,534.7999877929688,98380
2025-04-11 18:06:00+00:00,533.6500244140625,534.3300170898438,533.4600219726562,534.2999877929688,133568
2025-04-11 18:07:00+00:00,533.4000244140625,533.75,532.8699951171875,533.7000122070312,190251
2025-04-11 18:08:00+00:00,533.6400146484375,534.02001953125,533.3350219726562,533.4500122070312,116629
2025-04-11 18:09:00+00:00,533.3800048828125,533.8099975585938,533.3800048828125,533.719970703125,235921
2025-04-11 18:10:00+00:00,533.22998046875,533.5,532.726318359375,533.3499755859375,432783
2025-04-11 18:11:00+00:00,533.780029296875,534.0999755859375,533.2501220703125,533.2750244140625,151225
2025-04-11 18:12:00+00:00,533.864990234375,534.010009765625,533.4400024414062,533.8400268554688,88039
2025-04-11 18:13:00+00:00,533.77001953125,534.25,533.4199829101562,533.8599853515625,129881
2025-04-11 18:14:00+00:00,533.5999755859375,534.0,533.4500122070312,533.8300170898438,63223
2025-04-11 18:15:00+00:00,533.97998046875,534.0900268554688,533.489990234375,533.5900268554688,368957
2025-04-11 18:16:00+00:00,533.530029296875,534.0999755859375,533.3099975585938,534.0050048828125,117268
2025-04-11 18:17:00+00:00,533.1099853515625,533.5999755859375,532.8300170898438,533.510009765625,250753
2025-04-11 18:18:00+00:00,532.760009765625,533.1940307617188,532.530029296875,533.0499877929688,269903
2025-04-11 18:19:00+00:00,532.3900146484375,532.719970703125,531.97998046875,532.719970703125,266911
2025-04-11 18:20:00+00:00,532.5,532.8699951171875,532.3200073242188,532.405029296875,166804
2025-04-11 18:21:00+00:00,532.1400146484375,532.530029296875,531.5700073242188,532.510009765625,184061
2025-04-11 18:22:00+00:00,533.1300048828125,533.1400146484375,532.010009765625,532.0900268554688,216655
2025-04-11 18:23:00+00:00,532.6199951171875,533.22998046875,532.2899780273438,533.0999755859375,262742
2025-04-11 18:24:00+00:00,532.9000244140625,532.969970703125,532.5,532.6599731445312,80471
2025-04-11 18:25:00+00:00,532.4299926757812,533.0,532.3200073242188,532.903076171875,77091
2025-04-11 18:26:00+00:00,532.6799926757812,532.9199829101562,532.3599853515625,532.4299926757812,62373
2025-04-11 18:27:00+00:00,532.239990234375,532.780029296875,531.8499755859375,532.6610107421875,121725
2025-04-11 18:28:00+00:00,532.546875,532.6599731445312,532.030029296875,532.2849731445312,93486
2025-04-11 18:29:00+00:00,533.1500244140625,533.260009765625,532.4500122070312,532.510009765625,116882
2025-04-11 18:30:00+00:00,533.1799926757812,533.5399780273438,532.9450073242188,533.1699829101562,92893
2025-04-11 18:31:00+00:00,532.97998046875,533.3306274414062,532.6500244140625,533.27001953125,93884
2025-04-11 18:32:00+00:00,533.219970703125,533.2498779296875,532.6500244140625,533.0,124342
2025-04-11 18:33:00+00:00,533.27001953125,533.4799194335938,533.0900268554688,533.239990234375,126676
2025-04-11 18:34:00+00:00,533.0,533.2899780273438,532.6500244140625,533.2899780273438,102520
2025-04-11 18:35:00+00:00,533.14501953125,533.1699829101562,532.3699951171875,532.9299926757812,244251
2025-04-11 18:36:00+00:00,533.6900024414062,533.7799072265625,533.02001953125,533.1599731445312,266027
2025-04-11 18:37:00+00:00,533.3400268554688,534.030029296875,533.3400268554688,533.72998046875,171736
2025-04-11 18:38:00+00:00,532.739990234375,533.4099731445312,532.5858154296875,533.4099731445312,150525
2025-04-11 18:39:00+00:00,533.2993774414062,533.3699951171875,532.7000122070312,532.7349853515625,65415
2025-04-11 18:40:00+00:00,533.780029296875,533.989990234375,533.25,533.25,93788
2025-04-11 18:41:00+00:00,533.7449951171875,534.2100219726562,533.5499877929688,533.7504272460938,97486
2025-04-11 18:42:00+00:00,533.530029296875,533.9600219726562,533.1799926757812,533.780029296875,132326
