timestamp,close,high,low,open,volume
2025-05-02 13:30:00+00:00,564.739990234375,564.739990234375,564.739990234375,564.739990234375,3192915
2025-05-02 13:31:00+00:00,565.1300048828125,565.260009765625,564.530029296875,564.739990234375,364289
2025-05-02 13:32:00+00:00,565.1300048828125,565.47998046875,565.02001953125,565.1599731445312,186367
2025-05-02 13:33:00+00:00,565.1500244140625,565.469970703125,565.0750122070312,565.1699829101562,232812
2025-05-02 13:34:00+00:00,564.8699951171875,565.2000122070312,564.75,565.1599731445312,220209
2025-05-02 13:35:00+00:00,564.7899780273438,565.0,564.5449829101562,564.8900146484375,166033
2025-05-02 13:36:00+00:00,564.0100708007812,565.0399780273438,563.9600219726562,564.7999877929688,657191
2025-05-02 13:37:00+00:00,563.9949951171875,564.3652954101562,563.8300170898438,564.0599975585938,152075
2025-05-02 13:38:00+00:00,564.469970703125,564.47998046875,563.97998046875,564.030029296875,105903
2025-05-02 13:39:00+00:00,564.9099731445312,565.1699829101562,564.47998046875,564.5,154936
2025-05-02 13:40:00+00:00,564.905029296875,565.1599731445312,564.7999877929688,564.9000244140625,167155
2025-05-02 13:41:00+00:00,564.9500122070312,564.9500122070312,564.9500122070312,564.9500122070312,144335
2025-05-02 13:42:00+00:00,564.4000244140625,565.030029296875,564.3099975585938,564.969970703125,136432
2025-05-02 13:43:00+00:00,564.6199951171875,564.739990234375,564.2899780273438,564.3599853515625,185736
2025-05-02 13:44:00+00:00,564.7100219726562,564.7899780273438,564.3900756835938,564.6199951171875,97745
2025-05-02 13:45:00+00:00,564.72998046875,564.969970703125,564.6749877929688,564.739990234375,118918
2025-05-02 13:46:00+00:00,564.47998046875,564.7999877929688,564.1500244140625,564.7899780273438,175868
2025-05-02 13:47:00+00:00,563.8887939453125,564.530029296875,563.8400268554688,564.469970703125,176113
2025-05-02 13:48:00+00:00,563.8300170898438,563.9400024414062,563.3900146484375,563.8300170898438,285828
2025-05-02 13:49:00+00:00,563.6300048828125,563.8800048828125,563.5399780273438,563.8250122070312,93931
2025-05-02 13:50:00+00:00,563.9000244140625,563.9749755859375,563.530029296875,563.5999755859375,72411
2025-05-02 13:51:00+00:00,562.969970703125,563.9600219726562,562.7999877929688,563.8699951171875,354417
2025-05-02 13:52:00+00:00,562.8599853515625,562.8599853515625,562.8599853515625,562.8599853515625,216094
2025-05-02 13:53:00+00:00,563.1300048828125,563.27001953125,562.5900268554688,562.8099975585938,156977
2025-05-02 13:54:00+00:00,563.4500122070312,563.6400146484375,563.1400146484375,563.1699829101562,117170
2025-05-02 13:55:00+00:00,563.875,563.9199829101562,563.4500122070312,563.469970703125,97071
2025-05-02 13:56:00+00:00,563.3300170898438,564.0,563.3300170898438,563.8599853515625,77919
2025-05-02 13:57:00+00:00,563.260009765625,563.3499755859375,563.02001953125,563.344970703125,139257
2025-05-02 13:58:00+00:00,563.3200073242188,563.530029296875,563.127197265625,563.22998046875,75014
2025-05-02 13:59:00+00:00,563.6199951171875,563.75,563.260009765625,563.3900146484375,108818
2025-05-02 14:00:00+00:00,563.4005126953125,563.8900146484375,563.3699951171875,563.6448974609375,232727
2025-05-02 14:01:00+00:00,563.7697143554688,563.780029296875,563.27001953125,563.7697143554688,176938
2025-05-02 14:02:00+00:00,564.1837768554688,564.3900146484375,563.719970703125,563.739990234375,184118
2025-05-02 14:03:00+00:00,564.5263061523438,564.7999877929688,564.219970703125,564.219970703125,130254
2025-05-02 14:04:00+00:00,564.0399780273438,564.6699829101562,563.9199829101562,564.5399780273438,107451
2025-05-02 14:05:00+00:00,564.5023193359375,564.5900268554688,564.0700073242188,564.0700073242188,98643
2025-05-02 14:06:00+00:00,564.6199951171875,564.77001953125,564.27001953125,564.5,103972
2025-05-02 14:07:00+00:00,564.5999755859375,564.7817993164062,564.5499877929688,564.5800170898438,51520
2025-05-02 14:08:00+00:00,564.7100219726562,564.72998046875,564.4500732421875,564.6400146484375,91935
2025-05-02 14:09:00+00:00,564.8300170898438,564.9600219726562,564.5999755859375,564.719970703125,141320
2025-05-02 14:10:00+00:00,565.0399780273438,565.2000122070312,564.6699829101562,564.8200073242188,101071
2025-05-02 14:11:00+00:00,565.0,565.239990234375,564.8699951171875,565.0499877929688,107592
2025-05-02 14:12:00+00:00,564.7796020507812,564.97998046875,564.469970703125,564.9400024414062,101287
2025-05-02 14:13:00+00:00,564.9299926757812,565.030029296875,564.6303100585938,564.7899780273438,72749
2025-05-02 14:14:00+00:00,565.219970703125,565.25,564.9498901367188,564.97412109375,85368
2025-05-02 14:15:00+00:00,565.3198852539062,565.3494262695312,565.114990234375,565.2100219726562,93424
2025-05-02 14:16:00+00:00,565.7000122070312,565.72998046875,565.25,565.3150024414062,169457
2025-05-02 14:17:00+00:00,565.719970703125,565.8099975585938,565.6500244140625,565.680908203125,93845
2025-05-02 14:18:00+00:00,565.5999755859375,565.77001953125,565.4600219726562,565.7249755859375,1472854
2025-05-02 14:19:00+00:00,565.3099975585938,565.6502075195312,565.25,565.6502075195312,205226
2025-05-02 14:20:00+00:00,565.02001953125,565.3099975585938,564.6300048828125,565.3099975585938,197802
2025-05-02 14:21:00+00:00,564.8599853515625,565.0800170898438,564.72998046875,564.8599853515625,94882
2025-05-02 14:22:00+00:00,565.0349731445312,565.1799926757812,564.8300170898438,564.8900146484375,51154
2025-05-02 14:23:00+00:00,565.1300048828125,565.1796875,564.7550048828125,565.0650024414062,111440
2025-05-02 14:24:00+00:00,565.4099731445312,565.4500122070312,564.9357299804688,565.1500244140625,81590
