timestamp,close,high,low,open,volume,vwap
2025-04-16 09:30:00-04:00,532.25,532.96,531.57,531.68,2437579,532.25
2025-04-16 09:31:00-04:00,532.92,532.99,531.67,532.27,334645,532.3308760154191
2025-04-16 09:32:00-04:00,532.969,532.969,532.969,532.969,390111,532.4095953477929
2025-04-16 09:33:00-04:00,532.8101,533.31,532.44,532.96,300024,532.4443020021048
2025-04-16 09:34:00-04:00,532.88,533.18,532.52,532.85,217499,532.4700543384316
2025-04-16 09:35:00-04:00,532.885,533.13,532.43,532.83,224983,532.4939625889535
2025-04-16 09:36:00-04:00,533.45,533.485,532.82,532.89,168911,532.5336035138403
2025-04-16 09:37:00-04:00,533.3745,533.86,533.25,533.44,154327,532.564297084263
2025-04-16 09:38:00-04:00,533.25,533.25,533.25,533.25,182141,532.5926164458311
2025-04-16 09:39:00-04:00,533.17,533.32,532.82,533.24,81568,532.6031010519083
2025-04-16 09:40:00-04:00,532.78,533.14,532.5,533.14,192622,532.6103763058682
2025-04-16 09:41:00-04:00,533.01,533.29,532.62,532.78,199741,532.6267196144361
2025-04-16 09:42:00-04:00,533.27,533.42,532.9,533.0375,130960,532.643518157301
2025-04-16 09:43:00-04:00,532.6999,533.28,532.52,533.27,107534,532.6447015116881
2025-04-16 09:44:00-04:00,532.53,532.84,532.3538,532.68,219044,532.639999204867
2025-04-16 09:45:00-04:00,532.05,532.75,531.91,532.59,291713,532.6094467963935
2025-04-16 09:46:00-04:00,531.8288,532.39,531.78,532.03,121940,532.5929069433395
2025-04-16 09:47:00-04:00,531.9999,532.0209,531.59,531.81,132667,532.5795449766451
2025-04-16 09:48:00-04:00,532.19,532.26,531.39,531.985,232665,532.5647373077575
2025-04-16 09:49:00-04:00,531.7697,532.57,531.64,532.25,138919,532.5470933821045
2025-04-16 09:50:00-04:00,531.67,531.85,531.395,531.72,199490,532.5200036592989
2025-04-16 09:51:00-04:00,531.26,531.88,530.89,531.64,253501,532.4724199401171
2025-04-16 09:52:00-04:00,530.89,531.44,530.86,531.26,484558,532.3658822139856
2025-04-16 09:53:00-04:00,530.64,530.93,530.47,530.86,270590,532.3033461582512
2025-04-16 09:54:00-04:00,530.535,530.755,530.19,530.64,154855,532.2674211628344
2025-04-16 09:55:00-04:00,530.335,530.52,530.15,530.5,102250,532.2418429121611
2025-04-16 09:56:00-04:00,530.642,530.74,530.07,530.31,181167,532.2051829861477
2025-04-16 09:57:00-04:00,531.08,531.1,530.61,530.625,129601,532.1870359237515
2025-04-16 09:58:00-04:00,530.46,531.2899,530.46,531.0999,176786,532.149858944677
2025-04-16 09:59:00-04:00,529.92,530.44,529.92,530.42,163797,532.1062535474694
2025-04-16 10:00:00-04:00,530.18,530.26,529.65,530.18,167069,532.0685842513716
2025-04-16 10:01:00-04:00,530.07,530.355,529.78,530.1901,119621,532.0409869828192
2025-04-16 10:02:00-04:00,530.2196,530.48,529.89,530.04,144647,532.011074207877
2025-04-16 10:03:00-04:00,530.45,530.53,529.99,530.235,99223,531.9936836569251
2025-04-16 10:04:00-04:00,530.415,530.6398,530.34,530.47,79536,531.9797108144293
2025-04-16 10:05:00-04:00,531.0685,531.0804,530.4,530.45,112352,531.9684587496056
2025-04-16 10:06:00-04:00,531.12,531.12,531.12,531.12,141726,531.9554452597913
2025-04-16 10:07:00-04:00,531.2401,531.31,530.94,531.2401,164810,531.9429102392376
2025-04-16 10:08:00-04:00,531.21,531.5602,531.0051,531.28,173035,531.929670253799
2025-04-16 10:09:00-04:00,531.24,531.33,530.84,531.23,137919,531.9198803459078
2025-04-16 10:10:00-04:00,531.28,531.47,530.9509,531.19,161846,531.9093966825727
